Table: Isothermal compressibility [L]
Temperature {K} 	Pressure {kPa} 	Isothermal compressibility {1/kPa} 	Uncertainty {1/kPa} 
288	4800	1.75e-5	1.2e-6
288	5000	1.69e-5	1.1e-6
288	5200	1.62e-5	1.0e-6
288	5400	1.566e-5	9.3e-7
288	5600	1.513e-5	8.7e-7
288	5800	1.464e-5	8.1e-7
288	6000	1.419e-5	7.6e-7
288	6200	1.377e-5	7.1e-7
288	6400	1.337e-5	6.7e-7
288	6600	1.300e-5	6.4e-7
288	6800	1.266e-5	6.1e-7
288	7000	1.233e-5	5.8e-7
288	7200	1.202e-5	5.5e-7
288	7400	1.173e-5	5.3e-7
288	7600	1.146e-5	5.1e-7
288	7800	1.120e-5	4.9e-7
288	8000	1.095e-5	4.7e-7
288	8200	1.071e-5	4.6e-7
288	8400	1.049e-5	4.4e-7
288	8600	1.028e-5	4.3e-7
288	8800	1.007e-5	4.2e-7
288	9000	9.88e-6	4.1e-7
288	9200	9.69e-6	4e-7
288	9400	9.51e-6	3.9e-7
288	9600	9.34e-6	3.8e-7
288	9800	9.17e-6	3.8e-7
288	10000	9.01e-6	3.7e-7
289	4600	2.00e-5	1.5e-6
289	4800	1.91e-5	1.4e-6
289	5000	1.83e-5	1.3e-6
289	5200	1.75e-5	1.1e-6
289	5400	1.69e-5	1.1e-6
289	5600	1.624e-5	9.7e-7
289	5800	1.568e-5	9e-7
289	6000	1.515e-5	8.4e-7
289	6200	1.467e-5	7.8e-7
289	6400	1.422e-5	7.3e-7
289	6600	1.380e-5	6.9e-7
289	6800	1.341e-5	6.5e-7
289	7000	1.304e-5	6.2e-7
289	7200	1.269e-5	5.9e-7
289	7400	1.237e-5	5.6e-7
289	7600	1.206e-5	5.4e-7
289	7800	1.177e-5	5.2e-7
289	8000	1.150e-5	5e-7
289	8200	1.124e-5	4.8e-7
289	8400	1.099e-5	4.7e-7
289	8600	1.076e-5	4.5e-7
289	8800	1.053e-5	4.4e-7
289	9000	1.032e-5	4.3e-7
289	9200	1.011e-5	4.2e-7
289	9400	9.92e-6	4.1e-7
289	9600	9.73e-6	4e-7
289	9800	9.55e-6	3.9e-7
289	10000	9.38e-6	3.8e-7
290	4800	2.09e-5	1.6e-6
290	5000	1.99e-5	1.4e-6
290	5200	1.91e-5	1.3e-6
290	5400	1.83e-5	1.2e-6
290	5600	1.75e-5	1.1e-6
290	5800	1.69e-5	1.0e-6
290	6000	1.625e-5	9.3e-7
290	6200	1.569e-5	8.6e-7
290	6400	1.517e-5	8.1e-7
290	6600	1.469e-5	7.6e-7
290	6800	1.424e-5	7.1e-7
290	7000	1.382e-5	6.7e-7
290	7200	1.344e-5	6.4e-7
290	7400	1.307e-5	6.1e-7
290	7600	1.273e-5	5.8e-7
290	7800	1.240e-5	5.5e-7
290	8000	1.210e-5	5.3e-7
290	8200	1.181e-5	5.1e-7
290	8400	1.153e-5	4.9e-7
290	8600	1.127e-5	4.7e-7
290	8800	1.103e-5	4.6e-7
290	9000	1.079e-5	4.5e-7
290	9200	1.057e-5	4.3e-7
290	9400	1.036e-5	4.2e-7
290	9600	1.015e-5	4.1e-7
290	9800	9.96e-6	4e-7
290	10000	9.77e-6	3.9e-7
291	5000	2.19e-5	1.7e-6
291	5200	2.09e-5	1.5e-6
291	5400	1.99e-5	1.4e-6
291	5600	1.90e-5	1.2e-6
291	5800	1.82e-5	1.1e-6
291	6000	1.75e-5	1.0e-6
291	6200	1.684e-5	9.6e-7
291	6400	1.624e-5	8.9e-7
291	6600	1.569e-5	8.3e-7
291	6800	1.517e-5	7.8e-7
291	7000	1.470e-5	7.3e-7
291	7200	1.426e-5	6.9e-7
291	7400	1.384e-5	6.5e-7
291	7600	1.346e-5	6.2e-7
291	7800	1.309e-5	5.9e-7
291	8000	1.275e-5	5.6e-7
291	8200	1.243e-5	5.4e-7
291	8400	1.213e-5	5.2e-7
291	8600	1.184e-5	5e-7
291	8800	1.157e-5	4.8e-7
291	9000	1.131e-5	4.7e-7
291	9200	1.106e-5	4.5e-7
291	9400	1.083e-5	4.4e-7
291	9600	1.060e-5	4.3e-7
291	9800	1.039e-5	4.2e-7
291	10000	1.019e-5	4.1e-7
292	5000	2.44e-5	2.0e-6
292	5200	2.30e-5	1.8e-6
292	5400	2.18e-5	1.6e-6
292	5600	2.07e-5	1.4e-6
292	5800	1.98e-5	1.3e-6
292	6000	1.89e-5	1.2e-6
292	6200	1.82e-5	1.1e-6
292	6400	1.746e-5	1.00e-6
292	6600	1.682e-5	9.2e-7
292	6800	1.623e-5	8.6e-7
292	7000	1.568e-5	8e-7
292	7200	1.517e-5	7.5e-7
292	7400	1.470e-5	7.1e-7
292	7600	1.426e-5	6.7e-7
292	7800	1.386e-5	6.3e-7
292	8000	1.347e-5	6e-7
292	8200	1.311e-5	5.8e-7
292	8400	1.277e-5	5.5e-7
292	8600	1.245e-5	5.3e-7
292	8800	1.215e-5	5.1e-7
292	9000	1.186e-5	4.9e-7
292	9200	1.159e-5	4.7e-7
292	9400	1.133e-5	4.6e-7
292	9600	1.109e-5	4.5e-7
292	9800	1.086e-5	4.3e-7
292	10000	1.063e-5	4.2e-7
293	5200	2.57e-5	2.1e-6
293	5400	2.41e-5	1.9e-6
293	5600	2.28e-5	1.7e-6
293	5800	2.17e-5	1.5e-6
293	6000	2.06e-5	1.3e-6
293	6200	1.97e-5	1.2e-6
293	6400	1.89e-5	1.1e-6
293	6600	1.81e-5	1.0e-6
293	6800	1.742e-5	9.5e-7
293	7000	1.678e-5	8.8e-7
293	7200	1.620e-5	8.2e-7
293	7400	1.566e-5	7.7e-7
293	7600	1.516e-5	7.3e-7
293	7800	1.470e-5	6.8e-7
293	8000	1.427e-5	6.5e-7
293	8200	1.386e-5	6.2e-7
293	8400	1.348e-5	5.9e-7
293	8600	1.312e-5	5.6e-7
293	8800	1.279e-5	5.4e-7
293	9000	1.247e-5	5.2e-7
293	9200	1.217e-5	5e-7
293	9400	1.188e-5	4.8e-7
293	9600	1.161e-5	4.7e-7
293	9800	1.136e-5	4.5e-7
293	10000	1.111e-5	4.4e-7
294	5200	2.90e-5	2.6e-6
294	5400	2.70e-5	2.3e-6
294	5600	2.53e-5	2.0e-6
294	5800	2.39e-5	1.7e-6
294	6000	2.26e-5	1.6e-6
294	6200	2.15e-5	1.4e-6
294	6400	2.05e-5	1.3e-6
294	6600	1.96e-5	1.2e-6
294	6800	1.88e-5	1.1e-6
294	7000	1.804e-5	9.8e-7
294	7200	1.736e-5	9.1e-7
294	7400	1.674e-5	8.5e-7
294	7600	1.617e-5	7.9e-7
294	7800	1.564e-5	7.4e-7
294	8000	1.515e-5	7e-7
294	8200	1.469e-5	6.6e-7
294	8400	1.426e-5	6.3e-7
294	8600	1.386e-5	6e-7
294	8800	1.348e-5	5.7e-7
294	9000	1.313e-5	5.5e-7
294	9200	1.280e-5	5.3e-7
294	9400	1.248e-5	5.1e-7
294	9600	1.218e-5	4.9e-7
294	9800	1.190e-5	4.8e-7
294	10000	1.163e-5	4.6e-7
295	5400	3.07e-5	2.8e-6
295	5600	2.85e-5	2.4e-6
295	5800	2.66e-5	2.1e-6
295	6000	2.50e-5	1.8e-6
295	6200	2.36e-5	1.6e-6
295	6400	2.24e-5	1.5e-6
295	6600	2.13e-5	1.3e-6
295	6800	2.04e-5	1.2e-6
295	7000	1.95e-5	1.1e-6
295	7200	1.87e-5	1.0e-6
295	7400	1.796e-5	9.3e-7
295	7600	1.730e-5	8.7e-7
295	7800	1.669e-5	8.1e-7
295	8000	1.613e-5	7.6e-7
295	8200	1.561e-5	7.2e-7
295	8400	1.512e-5	6.8e-7
295	8600	1.467e-5	6.4e-7
295	8800	1.425e-5	6.1e-7
295	9000	1.385e-5	5.8e-7
295	9200	1.348e-5	5.6e-7
295	9400	1.313e-5	5.4e-7
295	9600	1.280e-5	5.2e-7
295	9800	1.249e-5	5e-7
295	10000	1.219e-5	4.8e-7
296	5400	3.55e-5	3.5e-6
296	5600	3.25e-5	3.0e-6
296	5800	3.00e-5	2.5e-6
296	6000	2.80e-5	2.2e-6
296	6200	2.62e-5	1.9e-6
296	6400	2.47e-5	1.7e-6
296	6600	2.34e-5	1.5e-6
296	6800	2.22e-5	1.4e-6
296	7000	2.11e-5	1.2e-6
296	7200	2.02e-5	1.1e-6
296	7400	1.94e-5	1.0e-6
296	7600	1.858e-5	9.6e-7
296	7800	1.787e-5	8.9e-7
296	8000	1.723e-5	8.3e-7
296	8200	1.663e-5	7.8e-7
296	8400	1.608e-5	7.3e-7
296	8600	1.557e-5	6.9e-7
296	8800	1.509e-5	6.6e-7
296	9000	1.464e-5	6.2e-7
296	9200	1.423e-5	6e-7
296	9400	1.384e-5	5.7e-7
296	9600	1.347e-5	5.5e-7
296	9800	1.312e-5	5.3e-7
296	10000	1.280e-5	5.1e-7
297	5600	3.78e-5	3.8e-6
297	5800	3.44e-5	3.1e-6
297	6000	3.17e-5	2.6e-6
297	6200	2.94e-5	2.3e-6
297	6400	2.75e-5	2.0e-6
297	6600	2.58e-5	1.7e-6
297	6800	2.44e-5	1.6e-6
297	7000	2.31e-5	1.4e-6
297	7200	2.20e-5	1.3e-6
297	7400	2.10e-5	1.2e-6
297	7600	2.00e-5	1.1e-6
297	7800	1.922e-5	9.8e-7
297	8000	1.847e-5	9.1e-7
297	8200	1.778e-5	8.5e-7
297	8400	1.715e-5	8e-7
297	8600	1.656e-5	7.5e-7
297	8800	1.602e-5	7.1e-7
297	9000	1.552e-5	6.7e-7
297	9200	1.505e-5	6.4e-7
297	9400	1.461e-5	6.1e-7
297	9600	1.420e-5	5.8e-7
297	9800	1.382e-5	5.6e-7
297	10000	1.346e-5	5.4e-7
298	5800	4.04e-5	4.0e-6
298	6000	3.66e-5	3.3e-6
298	6200	3.35e-5	2.8e-6
298	6400	3.09e-5	2.4e-6
298	6600	2.88e-5	2.0e-6
298	6800	2.70e-5	1.8e-6
298	7000	2.54e-5	1.6e-6
298	7200	2.40e-5	1.4e-6
298	7400	2.28e-5	1.3e-6
298	7600	2.17e-5	1.2e-6
298	7800	2.08e-5	1.1e-6
298	8000	1.99e-5	1.0e-6
298	8200	1.908e-5	9.3e-7
298	8400	1.835e-5	8.7e-7
298	8600	1.768e-5	8.1e-7
298	8800	1.706e-5	7.6e-7
298	9000	1.649e-5	7.2e-7
298	9200	1.596e-5	6.8e-7
298	9400	1.547e-5	6.5e-7
298	9600	1.501e-5	6.2e-7
298	9800	1.458e-5	5.9e-7
298	10000	1.417e-5	5.7e-7
299	5800	4.88e-5	5.5e-6
299	6000	4.31e-5	4.3e-6
299	6200	3.88e-5	3.4e-6
299	6400	3.54e-5	2.9e-6
299	6600	3.25e-5	2.4e-6
299	6800	3.02e-5	2.1e-6
299	7000	2.82e-5	1.9e-6
299	7200	2.65e-5	1.6e-6
299	7400	2.50e-5	1.5e-6
299	7600	2.37e-5	1.3e-6
299	7800	2.25e-5	1.2e-6
299	8000	2.15e-5	1.1e-6
299	8200	2.06e-5	1.0e-6
299	8400	1.970e-5	9.5e-7
299	8600	1.893e-5	8.9e-7
299	8800	1.822e-5	8.3e-7
299	9000	1.757e-5	7.8e-7
299	9200	1.697e-5	7.4e-7
299	9400	1.641e-5	7e-7
299	9600	1.589e-5	6.6e-7
299	9800	1.541e-5	6.3e-7
299	10000	1.496e-5	6e-7
300	6000	5.27e-5	5.8e-6
300	6200	4.61e-5	4.5e-6
300	6400	4.12e-5	3.6e-6
300	6600	3.74e-5	3.0e-6
300	6800	3.42e-5	2.5e-6
300	7000	3.17e-5	2.2e-6
300	7200	2.95e-5	1.9e-6
300	7400	2.76e-5	1.7e-6
300	7600	2.60e-5	1.5e-6
300	7800	2.46e-5	1.4e-6
300	8000	2.34e-5	1.2e-6
300	8200	2.23e-5	1.1e-6
300	8400	2.13e-5	1.0e-6
300	8600	2.035e-5	9.7e-7
300	8800	1.953e-5	9.1e-7
300	9000	1.878e-5	8.5e-7
300	9200	1.809e-5	8e-7
300	9400	1.745e-5	7.5e-7
300	9600	1.687e-5	7.1e-7
300	9800	1.632e-5	6.7e-7
300	10000	1.582e-5	6.4e-7
301	6200	5.69e-5	6.2e-6
301	6400	4.94e-5	4.7e-6
301	6600	4.38e-5	3.8e-6
301	6800	3.95e-5	3.1e-6
301	7000	3.60e-5	2.6e-6
301	7200	3.32e-5	2.2e-6
301	7400	3.08e-5	2.0e-6
301	7600	2.88e-5	1.7e-6
301	7800	2.71e-5	1.5e-6
301	8000	2.56e-5	1.4e-6
301	8200	2.42e-5	1.3e-6
301	8400	2.30e-5	1.2e-6
301	8600	2.20e-5	1.1e-6
301	8800	2.101e-5	9.9e-7
301	9000	2.014e-5	9.2e-7
301	9200	1.934e-5	8.6e-7
301	9400	1.862e-5	8.1e-7
301	9600	1.795e-5	7.6e-7
301	9800	1.733e-5	7.2e-7
301	10000	1.676e-5	6.9e-7
302	6200	7.47e-5	9.6e-6
302	6400	6.16e-5	6.6e-6
302	6600	5.28e-5	4.9e-6
302	6800	4.65e-5	3.9e-6
302	7000	4.17e-5	3.2e-6
302	7200	3.79e-5	2.7e-6
302	7400	3.48e-5	2.3e-6
302	7600	3.22e-5	2.0e-6
302	7800	3.00e-5	1.8e-6
302	8000	2.82e-5	1.6e-6
302	8200	2.65e-5	1.4e-6
302	8400	2.51e-5	1.3e-6
302	8600	2.38e-5	1.2e-6
302	8800	2.27e-5	1.1e-6
302	9000	2.17e-5	1.0e-6
302	9200	2.076e-5	9.4e-7
302	9400	1.992e-5	8.8e-7
302	9600	1.916e-5	8.2e-7
302	9800	1.846e-5	7.8e-7
302	10000	1.781e-5	7.4e-7
303	6400	8.2e-5	1.0e-5
303	6600	6.66e-5	6.9e-6
303	6800	5.65e-5	5.1e-6
303	7000	4.94e-5	4.0e-6
303	7200	4.40e-5	3.3e-6
303	7400	3.98e-5	2.7e-6
303	7600	3.64e-5	2.3e-6
303	7800	3.36e-5	2.0e-6
303	8000	3.13e-5	1.8e-6
303	8200	2.93e-5	1.6e-6
303	8400	2.75e-5	1.5e-6
303	8600	2.60e-5	1.3e-6
303	8800	2.46e-5	1.2e-6
303	9000	2.34e-5	1.1e-6
303	9200	2.24e-5	1.0e-6
303	9400	2.140e-5	9.6e-7
303	9600	2.051e-5	8.9e-7
303	9800	1.971e-5	8.4e-7
303	10000	1.897e-5	7.9e-7
304	6600	9.0e-5	1.1e-5
304	6800	7.20e-5	7.2e-6
304	7000	6.05e-5	5.2e-6
304	7200	5.24e-5	4.1e-6
304	7400	4.64e-5	3.3e-6
304	7600	4.18e-5	2.8e-6
304	7800	3.81e-5	2.4e-6
304	8000	3.51e-5	2.1e-6
304	8200	3.26e-5	1.8e-6
304	8400	3.04e-5	1.6e-6
304	8600	2.85e-5	1.5e-6
304	8800	2.69e-5	1.3e-6
304	9000	2.55e-5	1.2e-6
304	9200	2.42e-5	1.1e-6
304	9400	2.31e-5	1.0e-6
304	9600	2.204e-5	9.7e-7
304	9800	2.111e-5	9.1e-7
304	10000	2.027e-5	8.5e-7
305	6600	0.000143	2.3e-5
305	6800	9.9e-5	1.1e-5
305	7000	7.78e-5	7.4e-6
305	7200	6.46e-5	5.3e-6
305	7400	5.56e-5	4.1e-6
305	7600	4.90e-5	3.4e-6
305	7800	4.39e-5	2.8e-6
305	8000	3.99e-5	2.4e-6
305	8200	3.66e-5	2.1e-6
305	8400	3.39e-5	1.9e-6
305	8600	3.16e-5	1.7e-6
305	8800	2.96e-5	1.5e-6
305	9000	2.78e-5	1.4e-6
305	9200	2.63e-5	1.2e-6
305	9400	2.50e-5	1.1e-6
305	9600	2.38e-5	1.1e-6
305	9800	2.270e-5	9.9e-7
305	10000	2.172e-5	9.3e-7
306	6800	0.000163	2.5e-5
306	7000	0.000109	1.2e-5
306	7200	8.39e-5	7.5e-6
306	7400	6.89e-5	5.4e-6
306	7600	5.88e-5	4.2e-6
306	7800	5.15e-5	3.4e-6
306	8000	4.60e-5	2.8e-6
306	8200	4.17e-5	2.4e-6
306	8400	3.81e-5	2.1e-6
306	8600	3.52e-5	1.9e-6
306	8800	3.27e-5	1.7e-6
306	9000	3.06e-5	1.5e-6
306	9200	2.88e-5	1.4e-6
306	9400	2.72e-5	1.3e-6
306	9600	2.58e-5	1.2e-6
306	9800	2.45e-5	1.1e-6
306	10000	2.34e-5	1.0e-6
307	7000	0.000184	2.7e-5
307	7200	0.000119	1.2e-5
307	7400	9.02e-5	7.5e-6
307	7600	7.33e-5	5.4e-6
307	7800	6.21e-5	4.2e-6
307	8000	5.42e-5	3.4e-6
307	8200	4.82e-5	2.9e-6
307	8400	4.35e-5	2.5e-6
307	8600	3.97e-5	2.1e-6
307	8800	3.66e-5	1.9e-6
307	9000	3.39e-5	1.7e-6
307	9200	3.17e-5	1.5e-6
307	9400	2.97e-5	1.4e-6
307	9600	2.80e-5	1.3e-6
307	9800	2.65e-5	1.2e-6
307	10000	2.52e-5	1.1e-6
308	7200	0.000206	2.9e-5
308	7400	0.000130	1.2e-5
308	7600	9.65e-5	7.4e-6
308	7800	7.77e-5	5.4e-6
308	8000	6.55e-5	4.2e-6
308	8200	5.68e-5	3.4e-6
308	8400	5.03e-5	2.9e-6
308	8600	4.53e-5	2.5e-6
308	8800	4.12e-5	2.2e-6
308	9000	3.79e-5	1.9e-6
308	9200	3.51e-5	1.7e-6
308	9400	3.27e-5	1.6e-6
308	9600	3.07e-5	1.4e-6
308	9800	2.89e-5	1.3e-6
308	10000	2.73e-5	1.2e-6
309	7200	0.00084	0.00057
309	7400	0.000227	3.0e-5
309	7600	0.000139	1.2e-5
309	7800	0.0001027	7.4e-6
309	8000	8.21e-5	5.3e-6
309	8200	6.88e-5	4.2e-6
309	8400	5.94e-5	3.4e-6
309	8600	5.25e-5	2.9e-6
309	8800	4.71e-5	2.5e-6
309	9000	4.28e-5	2.2e-6
309	9200	3.93e-5	1.9e-6
309	9400	3.63e-5	1.7e-6
309	9600	3.38e-5	1.6e-6
309	9800	3.17e-5	1.4e-6
309	10000	2.98e-5	1.3e-6
309.521	7400	0.000368	8.2e-5
309.521	7600	0.000180	1.8e-5
309.521	7800	0.0001226	9.2e-6
309.521	8000	9.42e-5	6.2e-6
309.521	8200	7.70e-5	4.7e-6
309.521	8400	6.55e-5	3.8e-6
309.521	8600	5.71e-5	3.1e-6
309.521	8800	5.08e-5	2.7e-6
309.521	9000	4.58e-5	2.3e-6
309.521	9200	4.18e-5	2.1e-6
309.521	9400	3.85e-5	1.9e-6
309.521	9600	3.57e-5	1.7e-6
309.521	9800	3.33e-5	1.5e-6
309.521	10000	3.12e-5	1.4e-6
