Table: Entropy [IG]
Temperature {K} 	Pressure {kPa} 	Entropy {J/K/mol} 	Uncertainty {J/K/mol} 
199	5200	172.4	1.7
199	5400	172.1	1.7
199	5600	171.8	1.7
199	5800	171.5	1.7
199	6000	171.2	1.7
199	6200	171.0	1.7
199	6400	170.7	1.7
199	6600	170.5	1.7
199	6800	170.2	1.7
199	7000	170.0	1.7
199	7200	169.7	1.7
199	7400	169.5	1.7
199	7600	169.3	1.7
199	7800	169.1	1.7
199	8000	168.9	1.7
199	8200	168.7	1.7
199	8400	168.4	1.7
199	8600	168.3	1.7
199	8800	168.1	1.7
199	9000	167.9	1.7
199	9200	167.7	1.7
199	9400	167.5	1.7
199	9600	167.3	1.7
199	9800	167.2	1.7
199	10000	167.0	1.7
200	101.3	205.4	2.1
200	200	199.7	2.0
200	400	193.9	1.9
200	600	190.6	1.9
200	800	188.2	1.9
200	1000	186.3	1.9
200	1200	184.8	1.8
200	1400	183.5	1.8
200	1600	182.4	1.8
200	1800	181.4	1.8
200	2000	180.6	1.8
200	2200	179.8	1.8
200	2400	179.0	1.8
200	2600	178.4	1.8
200	2800	177.8	1.8
200	3000	177.2	1.8
200	3200	176.6	1.8
200	3400	176.1	1.8
200	3600	175.7	1.8
200	3800	175.2	1.8
200	4000	174.8	1.7
200	4200	174.4	1.7
200	4400	174.0	1.7
200	4600	173.6	1.7
200	4800	173.3	1.7
200	5000	172.9	1.7
200	5200	172.6	1.7
200	5400	172.3	1.7
200	5600	172.0	1.7
200	5800	171.7	1.7
200	6000	171.4	1.7
200	6200	171.1	1.7
200	6400	170.9	1.7
200	6600	170.6	1.7
200	6800	170.4	1.7
200	7000	170.1	1.7
200	7200	169.9	1.7
200	7400	169.7	1.7
200	7600	169.5	1.7
200	7800	169.2	1.7
200	8000	169.0	1.7
200	8200	168.8	1.7
200	8400	168.6	1.7
200	8600	168.4	1.7
200	8800	168.2	1.7
200	9000	168.0	1.7
200	9200	167.9	1.7
200	9400	167.7	1.7
200	9600	167.5	1.7
200	9800	167.3	1.7
200	10000	167.2	1.7
201	101.3	205.5	2.1
201	200	199.9	2.0
201	400	194.1	1.9
201	600	190.7	1.9
201	800	188.3	1.9
201	1000	186.5	1.9
201	1200	185.0	1.8
201	1400	183.7	1.8
201	1600	182.6	1.8
201	1800	181.6	1.8
201	2000	180.7	1.8
201	2200	179.9	1.8
201	2400	179.2	1.8
201	2600	178.5	1.8
201	2800	177.9	1.8
201	3000	177.4	1.8
201	3200	176.8	1.8
201	3400	176.3	1.8
201	3600	175.8	1.8
201	3800	175.4	1.8
201	4000	175.0	1.7
201	4200	174.6	1.7
201	4400	174.2	1.7
201	4600	173.8	1.7
201	4800	173.4	1.7
201	5000	173.1	1.7
201	5200	172.8	1.7
201	5400	172.5	1.7
201	5600	172.2	1.7
201	5800	171.9	1.7
201	6000	171.6	1.7
201	6200	171.3	1.7
201	6400	171.1	1.7
201	6600	170.8	1.7
201	6800	170.6	1.7
201	7000	170.3	1.7
201	7200	170.1	1.7
201	7400	169.8	1.7
201	7600	169.6	1.7
201	7800	169.4	1.7
201	8000	169.2	1.7
201	8200	169.0	1.7
201	8400	168.8	1.7
201	8600	168.6	1.7
201	8800	168.4	1.7
201	9000	168.2	1.7
201	9200	168.0	1.7
201	9400	167.9	1.7
201	9600	167.7	1.7
201	9800	167.5	1.7
201	10000	167.3	1.7
202	101.3	205.7	2.1
202	200	200.0	2.0
202	400	194.3	1.9
202	600	190.9	1.9
202	800	188.5	1.9
202	1000	186.7	1.9
202	1200	185.1	1.9
202	1400	183.9	1.8
202	1600	182.8	1.8
202	1800	181.8	1.8
202	2000	180.9	1.8
202	2200	180.1	1.8
202	2400	179.4	1.8
202	2600	178.7	1.8
202	2800	178.1	1.8
202	3000	177.5	1.8
202	3200	177.0	1.8
202	3400	176.5	1.8
202	3600	176.0	1.8
202	3800	175.6	1.8
202	4000	175.1	1.8
202	4200	174.7	1.7
202	4400	174.3	1.7
202	4600	174.0	1.7
202	4800	173.6	1.7
202	5000	173.3	1.7
202	5200	173.0	1.7
202	5400	172.6	1.7
202	5600	172.3	1.7
202	5800	172.0	1.7
202	6000	171.8	1.7
202	6200	171.5	1.7
202	6400	171.2	1.7
202	6600	171.0	1.7
202	6800	170.7	1.7
202	7000	170.5	1.7
202	7200	170.2	1.7
202	7400	170.0	1.7
202	7600	169.8	1.7
202	7800	169.6	1.7
202	8000	169.4	1.7
202	8200	169.2	1.7
202	8400	169.0	1.7
202	8600	168.8	1.7
202	8800	168.6	1.7
202	9000	168.4	1.7
202	9200	168.2	1.7
202	9400	168.0	1.7
202	9600	167.9	1.7
202	9800	167.7	1.7
202	10000	167.5	1.7
203	101.3	205.9	2.1
203	200	200.2	2.0
203	400	194.5	1.9
203	600	191.1	1.9
203	800	188.7	1.9
203	1000	186.8	1.9
203	1200	185.3	1.9
203	1400	184.0	1.8
203	1600	182.9	1.8
203	1800	181.9	1.8
203	2000	181.1	1.8
203	2200	180.3	1.8
203	2400	179.6	1.8
203	2600	178.9	1.8
203	2800	178.3	1.8
203	3000	177.7	1.8
203	3200	177.2	1.8
203	3400	176.7	1.8
203	3600	176.2	1.8
203	3800	175.7	1.8
203	4000	175.3	1.8
203	4200	174.9	1.7
203	4400	174.5	1.7
203	4600	174.1	1.7
203	4800	173.8	1.7
203	5000	173.5	1.7
203	5200	173.1	1.7
203	5400	172.8	1.7
203	5600	172.5	1.7
203	5800	172.2	1.7
203	6000	171.9	1.7
203	6200	171.7	1.7
203	6400	171.4	1.7
203	6600	171.1	1.7
203	6800	170.9	1.7
203	7000	170.7	1.7
203	7200	170.4	1.7
203	7400	170.2	1.7
203	7600	170.0	1.7
203	7800	169.8	1.7
203	8000	169.5	1.7
203	8200	169.3	1.7
203	8400	169.1	1.7
203	8600	168.9	1.7
203	8800	168.8	1.7
203	9000	168.6	1.7
203	9200	168.4	1.7
203	9400	168.2	1.7
203	9600	168.0	1.7
203	9800	167.9	1.7
203	10000	167.7	1.7
204	101.3	206.0	2.1
204	200	200.4	2.0
204	400	194.6	1.9
204	600	191.3	1.9
204	800	188.9	1.9
204	1000	187.0	1.9
204	1200	185.5	1.9
204	1400	184.2	1.8
204	1600	183.1	1.8
204	1800	182.1	1.8
204	2000	181.2	1.8
204	2200	180.4	1.8
204	2400	179.7	1.8
204	2600	179.1	1.8
204	2800	178.4	1.8
204	3000	177.9	1.8
204	3200	177.3	1.8
204	3400	176.8	1.8
204	3600	176.4	1.8
204	3800	175.9	1.8
204	4000	175.5	1.8
204	4200	175.1	1.8
204	4400	174.7	1.7
204	4600	174.3	1.7
204	4800	174.0	1.7
204	5000	173.6	1.7
204	5200	173.3	1.7
204	5400	173.0	1.7
204	5600	172.7	1.7
204	5800	172.4	1.7
204	6000	172.1	1.7
204	6200	171.8	1.7
204	6400	171.6	1.7
204	6600	171.3	1.7
204	6800	171.1	1.7
204	7000	170.8	1.7
204	7200	170.6	1.7
204	7400	170.4	1.7
204	7600	170.1	1.7
204	7800	169.9	1.7
204	8000	169.7	1.7
204	8200	169.5	1.7
204	8400	169.3	1.7
204	8600	169.1	1.7
204	8800	168.9	1.7
204	9000	168.7	1.7
204	9200	168.6	1.7
204	9400	168.4	1.7
204	9600	168.2	1.7
204	9800	168.0	1.7
204	10000	167.9	1.7
205	101.3	206.2	2.1
205	200	200.6	2.0
205	400	194.8	1.9
205	600	191.4	1.9
205	800	189.0	1.9
205	1000	187.2	1.9
205	1200	185.7	1.9
205	1400	184.4	1.8
205	1600	183.3	1.8
205	1800	182.3	1.8
205	2000	181.4	1.8
205	2200	180.6	1.8
205	2400	179.9	1.8
205	2600	179.2	1.8
205	2800	178.6	1.8
205	3000	178.0	1.8
205	3200	177.5	1.8
205	3400	177.0	1.8
205	3600	176.5	1.8
205	3800	176.1	1.8
205	4000	175.6	1.8
205	4200	175.2	1.8
205	4400	174.9	1.7
205	4600	174.5	1.7
205	4800	174.1	1.7
205	5000	173.8	1.7
205	5200	173.5	1.7
205	5400	173.2	1.7
205	5600	172.9	1.7
205	5800	172.6	1.7
205	6000	172.3	1.7
205	6200	172.0	1.7
205	6400	171.7	1.7
205	6600	171.5	1.7
205	6800	171.2	1.7
205	7000	171.0	1.7
205	7200	170.8	1.7
205	7400	170.5	1.7
205	7600	170.3	1.7
205	7800	170.1	1.7
205	8000	169.9	1.7
205	8200	169.7	1.7
205	8400	169.5	1.7
205	8600	169.3	1.7
205	8800	169.1	1.7
205	9000	168.9	1.7
205	9200	168.7	1.7
205	9400	168.5	1.7
205	9600	168.4	1.7
205	9800	168.2	1.7
205	10000	168.0	1.7
206	101.3	206.4	2.1
206	200	200.7	2.0
206	400	195.0	1.9
206	600	191.6	1.9
206	800	189.2	1.9
206	1000	187.3	1.9
206	1200	185.8	1.9
206	1400	184.5	1.8
206	1600	183.4	1.8
206	1800	182.5	1.8
206	2000	181.6	1.8
206	2200	180.8	1.8
206	2400	180.1	1.8
206	2600	179.4	1.8
206	2800	178.8	1.8
206	3000	178.2	1.8
206	3200	177.7	1.8
206	3400	177.2	1.8
206	3600	176.7	1.8
206	3800	176.2	1.8
206	4000	175.8	1.8
206	4200	175.4	1.8
206	4400	175.0	1.8
206	4600	174.7	1.7
206	4800	174.3	1.7
206	5000	174.0	1.7
206	5200	173.6	1.7
206	5400	173.3	1.7
206	5600	173.0	1.7
206	5800	172.7	1.7
206	6000	172.4	1.7
206	6200	172.2	1.7
206	6400	171.9	1.7
206	6600	171.7	1.7
206	6800	171.4	1.7
206	7000	171.2	1.7
206	7200	170.9	1.7
206	7400	170.7	1.7
206	7600	170.5	1.7
206	7800	170.3	1.7
206	8000	170.1	1.7
206	8200	169.8	1.7
206	8400	169.6	1.7
206	8600	169.5	1.7
206	8800	169.3	1.7
206	9000	169.1	1.7
206	9200	168.9	1.7
206	9400	168.7	1.7
206	9600	168.5	1.7
206	9800	168.4	1.7
206	10000	168.2	1.7
207	101.3	206.5	2.1
207	200	200.9	2.0
207	400	195.1	2.0
207	600	191.8	1.9
207	800	189.4	1.9
207	1000	187.5	1.9
207	1200	186.0	1.9
207	1400	184.7	1.8
207	1600	183.6	1.8
207	1800	182.6	1.8
207	2000	181.7	1.8
207	2200	181.0	1.8
207	2400	180.2	1.8
207	2600	179.6	1.8
207	2800	179.0	1.8
207	3000	178.4	1.8
207	3200	177.8	1.8
207	3400	177.3	1.8
207	3600	176.9	1.8
207	3800	176.4	1.8
207	4000	176.0	1.8
207	4200	175.6	1.8
207	4400	175.2	1.8
207	4600	174.8	1.7
207	4800	174.5	1.7
207	5000	174.1	1.7
207	5200	173.8	1.7
207	5400	173.5	1.7
207	5600	173.2	1.7
207	5800	172.9	1.7
207	6000	172.6	1.7
207	6200	172.3	1.7
207	6400	172.1	1.7
207	6600	171.8	1.7
207	6800	171.6	1.7
207	7000	171.3	1.7
207	7200	171.1	1.7
207	7400	170.9	1.7
207	7600	170.6	1.7
207	7800	170.4	1.7
207	8000	170.2	1.7
207	8200	170.0	1.7
207	8400	169.8	1.7
207	8600	169.6	1.7
207	8800	169.4	1.7
207	9000	169.2	1.7
207	9200	169.1	1.7
207	9400	168.9	1.7
207	9600	168.7	1.7
207	9800	168.5	1.7
207	10000	168.4	1.7
208	101.3	206.7	2.1
208	200	201.1	2.0
208	400	195.3	2.0
208	600	191.9	1.9
208	800	189.5	1.9
208	1000	187.7	1.9
208	1200	186.2	1.9
208	1400	184.9	1.8
208	1600	183.8	1.8
208	1800	182.8	1.8
208	2000	181.9	1.8
208	2200	181.1	1.8
208	2400	180.4	1.8
208	2600	179.7	1.8
208	2800	179.1	1.8
208	3000	178.5	1.8
208	3200	178.0	1.8
208	3400	177.5	1.8
208	3600	177.0	1.8
208	3800	176.6	1.8
208	4000	176.2	1.8
208	4200	175.7	1.8
208	4400	175.4	1.8
208	4600	175.0	1.7
208	4800	174.6	1.7
208	5000	174.3	1.7
208	5200	174.0	1.7
208	5400	173.7	1.7
208	5600	173.4	1.7
208	5800	173.1	1.7
208	6000	172.8	1.7
208	6200	172.5	1.7
208	6400	172.2	1.7
208	6600	172.0	1.7
208	6800	171.7	1.7
208	7000	171.5	1.7
208	7200	171.3	1.7
208	7400	171.0	1.7
208	7600	170.8	1.7
208	7800	170.6	1.7
208	8000	170.4	1.7
208	8200	170.2	1.7
208	8400	170.0	1.7
208	8600	169.8	1.7
208	8800	169.6	1.7
208	9000	169.4	1.7
208	9200	169.2	1.7
208	9400	169.0	1.7
208	9600	168.9	1.7
208	9800	168.7	1.7
208	10000	168.5	1.7
209	101.3	206.9	2.1
209	200	201.2	2.0
209	400	195.5	2.0
209	600	192.1	1.9
209	800	189.7	1.9
209	1000	187.8	1.9
209	1200	186.3	1.9
209	1400	185.0	1.9
209	1600	183.9	1.8
209	1800	183.0	1.8
209	2000	182.1	1.8
209	2200	181.3	1.8
209	2400	180.6	1.8
209	2600	179.9	1.8
209	2800	179.3	1.8
209	3000	178.7	1.8
209	3200	178.2	1.8
209	3400	177.7	1.8
209	3600	177.2	1.8
209	3800	176.7	1.8
209	4000	176.3	1.8
209	4200	175.9	1.8
209	4400	175.5	1.8
209	4600	175.2	1.8
209	4800	174.8	1.7
209	5000	174.5	1.7
209	5200	174.1	1.7
209	5400	173.8	1.7
209	5600	173.5	1.7
209	5800	173.2	1.7
209	6000	172.9	1.7
209	6200	172.7	1.7
209	6400	172.4	1.7
209	6600	172.2	1.7
209	6800	171.9	1.7
209	7000	171.7	1.7
209	7200	171.4	1.7
209	7400	171.2	1.7
209	7600	171.0	1.7
209	7800	170.8	1.7
209	8000	170.6	1.7
209	8200	170.4	1.7
209	8400	170.2	1.7
209	8600	170.0	1.7
209	8800	169.8	1.7
209	9000	169.6	1.7
209	9200	169.4	1.7
209	9400	169.2	1.7
209	9600	169.0	1.7
209	9800	168.9	1.7
209	10000	168.7	1.7
210	101.3	207.1	2.1
210	200	201.4	2.0
210	400	195.6	2.0
210	600	192.3	1.9
210	800	189.9	1.9
210	1000	188.0	1.9
210	1200	186.5	1.9
210	1400	185.2	1.9
210	1600	184.1	1.8
210	1800	183.1	1.8
210	2000	182.3	1.8
210	2200	181.5	1.8
210	2400	180.7	1.8
210	2600	180.1	1.8
210	2800	179.5	1.8
210	3000	178.9	1.8
210	3200	178.3	1.8
210	3400	177.8	1.8
210	3600	177.4	1.8
210	3800	176.9	1.8
210	4000	176.5	1.8
210	4200	176.1	1.8
210	4400	175.7	1.8
210	4600	175.3	1.8
210	4800	175.0	1.7
210	5000	174.6	1.7
210	5200	174.3	1.7
210	5400	174.0	1.7
210	5600	173.7	1.7
210	5800	173.4	1.7
210	6000	173.1	1.7
210	6200	172.8	1.7
210	6400	172.6	1.7
210	6600	172.3	1.7
210	6800	172.1	1.7
210	7000	171.8	1.7
210	7200	171.6	1.7
210	7400	171.4	1.7
210	7600	171.2	1.7
210	7800	170.9	1.7
210	8000	170.7	1.7
210	8200	170.5	1.7
210	8400	170.3	1.7
210	8600	170.1	1.7
210	8800	169.9	1.7
210	9000	169.7	1.7
210	9200	169.6	1.7
210	9400	169.4	1.7
210	9600	169.2	1.7
210	9800	169.0	1.7
210	10000	168.9	1.7
211	101.3	207.2	2.1
211	200	201.6	2.0
211	400	195.8	2.0
211	600	192.4	1.9
211	800	190.0	1.9
211	1000	188.2	1.9
211	1200	186.7	1.9
211	1400	185.4	1.9
211	1600	184.3	1.8
211	1800	183.3	1.8
211	2000	182.4	1.8
211	2200	181.6	1.8
211	2400	180.9	1.8
211	2600	180.2	1.8
211	2800	179.6	1.8
211	3000	179.0	1.8
211	3200	178.5	1.8
211	3400	178.0	1.8
211	3600	177.5	1.8
211	3800	177.1	1.8
211	4000	176.7	1.8
211	4200	176.2	1.8
211	4400	175.9	1.8
211	4600	175.5	1.8
211	4800	175.1	1.8
211	5000	174.8	1.7
211	5200	174.5	1.7
211	5400	174.2	1.7
211	5600	173.9	1.7
211	5800	173.6	1.7
211	6000	173.3	1.7
211	6200	173.0	1.7
211	6400	172.7	1.7
211	6600	172.5	1.7
211	6800	172.2	1.7
211	7000	172.0	1.7
211	7200	171.8	1.7
211	7400	171.5	1.7
211	7600	171.3	1.7
211	7800	171.1	1.7
211	8000	170.9	1.7
211	8200	170.7	1.7
211	8400	170.5	1.7
211	8600	170.3	1.7
211	8800	170.1	1.7
211	9000	169.9	1.7
211	9200	169.7	1.7
211	9400	169.5	1.7
211	9600	169.4	1.7
211	9800	169.2	1.7
211	10000	169.0	1.7
212	101.3	207.4	2.1
212	200	201.7	2.0
212	400	196.0	2.0
212	600	192.6	1.9
212	800	190.2	1.9
212	1000	188.3	1.9
212	1200	186.8	1.9
212	1400	185.5	1.9
212	1600	184.4	1.8
212	1800	183.5	1.8
212	2000	182.6	1.8
212	2200	181.8	1.8
212	2400	181.1	1.8
212	2600	180.4	1.8
212	2800	179.8	1.8
212	3000	179.2	1.8
212	3200	178.7	1.8
212	3400	178.2	1.8
212	3600	177.7	1.8
212	3800	177.2	1.8
212	4000	176.8	1.8
212	4200	176.4	1.8
212	4400	176.0	1.8
212	4600	175.7	1.8
212	4800	175.3	1.8
212	5000	175.0	1.7
212	5200	174.6	1.7
212	5400	174.3	1.7
212	5600	174.0	1.7
212	5800	173.7	1.7
212	6000	173.4	1.7
212	6200	173.2	1.7
212	6400	172.9	1.7
212	6600	172.7	1.7
212	6800	172.4	1.7
212	7000	172.2	1.7
212	7200	171.9	1.7
212	7400	171.7	1.7
212	7600	171.5	1.7
212	7800	171.3	1.7
212	8000	171.1	1.7
212	8200	170.9	1.7
212	8400	170.7	1.7
212	8600	170.5	1.7
212	8800	170.3	1.7
212	9000	170.1	1.7
212	9200	169.9	1.7
212	9400	169.7	1.7
212	9600	169.5	1.7
212	9800	169.4	1.7
212	10000	169.2	1.7
213	101.3	207.5	2.1
213	200	201.9	2.0
213	400	196.1	2.0
213	600	192.8	1.9
213	800	190.4	1.9
213	1000	188.5	1.9
213	1200	187.0	1.9
213	1400	185.7	1.9
213	1600	184.6	1.8
213	1800	183.6	1.8
213	2000	182.7	1.8
213	2200	182.0	1.8
213	2400	181.2	1.8
213	2600	180.6	1.8
213	2800	179.9	1.8
213	3000	179.4	1.8
213	3200	178.8	1.8
213	3400	178.3	1.8
213	3600	177.9	1.8
213	3800	177.4	1.8
213	4000	177.0	1.8
213	4200	176.6	1.8
213	4400	176.2	1.8
213	4600	175.8	1.8
213	4800	175.5	1.8
213	5000	175.1	1.8
213	5200	174.8	1.7
213	5400	174.5	1.7
213	5600	174.2	1.7
213	5800	173.9	1.7
213	6000	173.6	1.7
213	6200	173.3	1.7
213	6400	173.1	1.7
213	6600	172.8	1.7
213	6800	172.6	1.7
213	7000	172.3	1.7
213	7200	172.1	1.7
213	7400	171.9	1.7
213	7600	171.6	1.7
213	7800	171.4	1.7
213	8000	171.2	1.7
213	8200	171.0	1.7
213	8400	170.8	1.7
213	8600	170.6	1.7
213	8800	170.4	1.7
213	9000	170.2	1.7
213	9200	170.1	1.7
213	9400	169.9	1.7
213	9600	169.7	1.7
213	9800	169.5	1.7
213	10000	169.4	1.7
214	101.3	207.7	2.1
214	200	202.1	2.0
214	400	196.3	2.0
214	600	192.9	1.9
214	800	190.5	1.9
214	1000	188.7	1.9
214	1200	187.2	1.9
214	1400	185.9	1.9
214	1600	184.8	1.8
214	1800	183.8	1.8
214	2000	182.9	1.8
214	2200	182.1	1.8
214	2400	181.4	1.8
214	2600	180.7	1.8
214	2800	180.1	1.8
214	3000	179.5	1.8
214	3200	179.0	1.8
214	3400	178.5	1.8
214	3600	178.0	1.8
214	3800	177.6	1.8
214	4000	177.1	1.8
214	4200	176.7	1.8
214	4400	176.4	1.8
214	4600	176.0	1.8
214	4800	175.6	1.8
214	5000	175.3	1.8
214	5200	175.0	1.7
214	5400	174.7	1.7
214	5600	174.4	1.7
214	5800	174.1	1.7
214	6000	173.8	1.7
214	6200	173.5	1.7
214	6400	173.2	1.7
214	6600	173.0	1.7
214	6800	172.7	1.7
214	7000	172.5	1.7
214	7200	172.3	1.7
214	7400	172.0	1.7
214	7600	171.8	1.7
214	7800	171.6	1.7
214	8000	171.4	1.7
214	8200	171.2	1.7
214	8400	171.0	1.7
214	8600	170.8	1.7
214	8800	170.6	1.7
214	9000	170.4	1.7
214	9200	170.2	1.7
214	9400	170.0	1.7
214	9600	169.9	1.7
214	9800	169.7	1.7
214	10000	169.5	1.7
215	101.3	207.9	2.1
215	200	202.2	2.0
215	400	196.5	2.0
215	600	193.1	1.9
215	800	190.7	1.9
215	1000	188.8	1.9
215	1200	187.3	1.9
215	1400	186.0	1.9
215	1600	184.9	1.8
215	1800	184.0	1.8
215	2000	183.1	1.8
215	2200	182.3	1.8
215	2400	181.6	1.8
215	2600	180.9	1.8
215	2800	180.3	1.8
215	3000	179.7	1.8
215	3200	179.2	1.8
215	3400	178.7	1.8
215	3600	178.2	1.8
215	3800	177.7	1.8
215	4000	177.3	1.8
215	4200	176.9	1.8
215	4400	176.5	1.8
215	4600	176.1	1.8
215	4800	175.8	1.8
215	5000	175.5	1.8
215	5200	175.1	1.8
215	5400	174.8	1.7
215	5600	174.5	1.7
215	5800	174.2	1.7
215	6000	173.9	1.7
215	6200	173.7	1.7
215	6400	173.4	1.7
215	6600	173.1	1.7
215	6800	172.9	1.7
215	7000	172.7	1.7
215	7200	172.4	1.7
215	7400	172.2	1.7
215	7600	172.0	1.7
215	7800	171.8	1.7
215	8000	171.5	1.7
215	8200	171.3	1.7
215	8400	171.1	1.7
215	8600	170.9	1.7
215	8800	170.8	1.7
215	9000	170.6	1.7
215	9200	170.4	1.7
215	9400	170.2	1.7
215	9600	170.0	1.7
215	9800	169.9	1.7
215	10000	169.7	1.7
216	101.3	208.0	2.1
216	200	202.4	2.0
216	400	196.6	2.0
216	600	193.2	1.9
216	800	190.9	1.9
216	1000	189.0	1.9
216	1200	187.5	1.9
216	1400	186.2	1.9
216	1600	185.1	1.9
216	1800	184.1	1.8
216	2000	183.2	1.8
216	2200	182.4	1.8
216	2400	181.7	1.8
216	2600	181.1	1.8
216	2800	180.4	1.8
216	3000	179.9	1.8
216	3200	179.3	1.8
216	3400	178.8	1.8
216	3600	178.4	1.8
216	3800	177.9	1.8
216	4000	177.5	1.8
216	4200	177.1	1.8
216	4400	176.7	1.8
216	4600	176.3	1.8
216	4800	176.0	1.8
216	5000	175.6	1.8
216	5200	175.3	1.8
216	5400	175.0	1.7
216	5600	174.7	1.7
216	5800	174.4	1.7
216	6000	174.1	1.7
216	6200	173.8	1.7
216	6400	173.6	1.7
216	6600	173.3	1.7
216	6800	173.1	1.7
216	7000	172.8	1.7
216	7200	172.6	1.7
216	7400	172.4	1.7
216	7600	172.1	1.7
216	7800	171.9	1.7
216	8000	171.7	1.7
216	8200	171.5	1.7
216	8400	171.3	1.7
216	8600	171.1	1.7
216	8800	170.9	1.7
216	9000	170.7	1.7
216	9200	170.5	1.7
216	9400	170.4	1.7
216	9600	170.2	1.7
216	9800	170.0	1.7
216	10000	169.9	1.7
217	101.3	208.2	2.1
217	200	202.5	2.0
217	400	196.8	2.0
217	600	193.4	1.9
217	800	191.0	1.9
217	1000	189.2	1.9
217	1200	187.6	1.9
217	1400	186.4	1.9
217	1600	185.3	1.9
217	1800	184.3	1.8
217	2000	183.4	1.8
217	2200	182.6	1.8
217	2400	181.9	1.8
217	2600	181.2	1.8
217	2800	180.6	1.8
217	3000	180.0	1.8
217	3200	179.5	1.8
217	3400	179.0	1.8
217	3600	178.5	1.8
217	3800	178.1	1.8
217	4000	177.6	1.8
217	4200	177.2	1.8
217	4400	176.8	1.8
217	4600	176.5	1.8
217	4800	176.1	1.8
217	5000	175.8	1.8
217	5200	175.5	1.8
217	5400	175.1	1.8
217	5600	174.8	1.7
217	5800	174.5	1.7
217	6000	174.3	1.7
217	6200	174.0	1.7
217	6400	173.7	1.7
217	6600	173.5	1.7
217	6800	173.2	1.7
217	7000	173.0	1.7
217	7200	172.7	1.7
217	7400	172.5	1.7
217	7600	172.3	1.7
217	7800	172.1	1.7
217	8000	171.9	1.7
217	8200	171.7	1.7
217	8400	171.5	1.7
217	8600	171.3	1.7
217	8800	171.1	1.7
217	9000	170.9	1.7
217	9200	170.7	1.7
217	9400	170.5	1.7
217	9600	170.4	1.7
217	9800	170.2	1.7
217	10000	170.0	1.7
218	101.3	208.4	2.1
218	200	202.7	2.0
218	400	196.9	2.0
218	600	193.6	1.9
218	800	191.2	1.9
218	1000	189.3	1.9
218	1200	187.8	1.9
218	1400	186.5	1.9
218	1600	185.4	1.9
218	1800	184.4	1.8
218	2000	183.6	1.8
218	2200	182.8	1.8
218	2400	182.0	1.8
218	2600	181.4	1.8
218	2800	180.8	1.8
218	3000	180.2	1.8
218	3200	179.7	1.8
218	3400	179.2	1.8
218	3600	178.7	1.8
218	3800	178.2	1.8
218	4000	177.8	1.8
218	4200	177.4	1.8
218	4400	177.0	1.8
218	4600	176.6	1.8
218	4800	176.3	1.8
218	5000	175.9	1.8
218	5200	175.6	1.8
218	5400	175.3	1.8
218	5600	175.0	1.8
218	5800	174.7	1.7
218	6000	174.4	1.7
218	6200	174.2	1.7
218	6400	173.9	1.7
218	6600	173.6	1.7
218	6800	173.4	1.7
218	7000	173.1	1.7
218	7200	172.9	1.7
218	7400	172.7	1.7
218	7600	172.5	1.7
218	7800	172.2	1.7
218	8000	172.0	1.7
218	8200	171.8	1.7
218	8400	171.6	1.7
218	8600	171.4	1.7
218	8800	171.2	1.7
218	9000	171.1	1.7
218	9200	170.9	1.7
218	9400	170.7	1.7
218	9600	170.5	1.7
218	9800	170.3	1.7
218	10000	170.2	1.7
219	101.3	208.5	2.1
219	200	202.9	2.0
219	400	197.1	2.0
219	600	193.7	1.9
219	800	191.3	1.9
219	1000	189.5	1.9
219	1200	188.0	1.9
219	1400	186.7	1.9
219	1600	185.6	1.9
219	1800	184.6	1.8
219	2000	183.7	1.8
219	2200	182.9	1.8
219	2400	182.2	1.8
219	2600	181.5	1.8
219	2800	180.9	1.8
219	3000	180.4	1.8
219	3200	179.8	1.8
219	3400	179.3	1.8
219	3600	178.8	1.8
219	3800	178.4	1.8
219	4000	178.0	1.8
219	4200	177.6	1.8
219	4400	177.2	1.8
219	4600	176.8	1.8
219	4800	176.4	1.8
219	5000	176.1	1.8
219	5200	175.8	1.8
219	5400	175.5	1.8
219	5600	175.2	1.8
219	5800	174.9	1.7
219	6000	174.6	1.7
219	6200	174.3	1.7
219	6400	174.1	1.7
219	6600	173.8	1.7
219	6800	173.5	1.7
219	7000	173.3	1.7
219	7200	173.1	1.7
219	7400	172.8	1.7
219	7600	172.6	1.7
219	7800	172.4	1.7
219	8000	172.2	1.7
219	8200	172.0	1.7
219	8400	171.8	1.7
219	8600	171.6	1.7
219	8800	171.4	1.7
219	9000	171.2	1.7
219	9200	171.0	1.7
219	9400	170.9	1.7
219	9600	170.7	1.7
219	9800	170.5	1.7
219	10000	170.3	1.7
220	101.3	208.7	2.1
220	200	203.0	2.0
220	400	197.3	2.0
220	600	193.9	1.9
220	800	191.5	1.9
220	1000	189.6	1.9
220	1200	188.1	1.9
220	1400	186.8	1.9
220	1600	185.7	1.9
220	1800	184.8	1.8
220	2000	183.9	1.8
220	2200	183.1	1.8
220	2400	182.4	1.8
220	2600	181.7	1.8
220	2800	181.1	1.8
220	3000	180.5	1.8
220	3200	180.0	1.8
220	3400	179.5	1.8
220	3600	179.0	1.8
220	3800	178.5	1.8
220	4000	178.1	1.8
220	4200	177.7	1.8
220	4400	177.3	1.8
220	4600	177.0	1.8
220	4800	176.6	1.8
220	5000	176.3	1.8
220	5200	175.9	1.8
220	5400	175.6	1.8
220	5600	175.3	1.8
220	5800	175.0	1.8
220	6000	174.7	1.7
220	6200	174.5	1.7
