Table: Internal Energy [Saturated Tank]
Temperature {K} 	 Total Nitrous Mass Per Nitrous Tank Vol {Kg/m^3} 	 Specific Internal Energy (Per Kg Total Nitrous) {J/Kg}
240 	 3.395586e+01 	 6.353022e+05
240 	 3.961517e+01 	 6.002644e+05
240 	 4.527448e+01 	 5.739860e+05
240 	 5.093379e+01 	 5.535472e+05
240 	 5.659310e+01 	 5.371962e+05
240 	 6.225241e+01 	 5.238181e+05
240 	 6.791171e+01 	 5.126697e+05
240 	 7.357102e+01 	 5.032365e+05
240 	 7.923033e+01 	 4.951508e+05
240 	 8.488964e+01 	 4.881432e+05
240 	 9.054895e+01 	 4.820116e+05
240 	 9.620826e+01 	 4.766013e+05
240 	 1.018676e+02 	 4.717922e+05
240 	 1.075269e+02 	 4.674893e+05
240 	 1.131862e+02 	 4.636167e+05
240 	 1.188455e+02 	 4.601129e+05
240 	 1.245048e+02 	 4.569277e+05
240 	 1.301641e+02 	 4.540194e+05
240 	 1.358234e+02 	 4.513535e+05
240 	 1.414827e+02 	 4.489008e+05
240 	 1.471420e+02 	 4.466368e+05
240 	 1.528014e+02 	 4.445406e+05
240 	 1.584607e+02 	 4.425940e+05
240 	 1.641200e+02 	 4.407817e+05
240 	 1.697793e+02 	 4.390902e+05
240 	 1.754386e+02 	 4.375079e+05
240 	 1.810979e+02 	 4.360244e+05
240 	 1.867572e+02 	 4.346309e+05
240 	 1.924165e+02 	 4.333193e+05
240 	 1.980758e+02 	 4.320827e+05
240 	 2.037351e+02 	 4.309147e+05
240 	 2.093945e+02 	 4.298099e+05
240 	 2.150538e+02 	 4.287633e+05
240 	 2.207131e+02 	 4.277703e+05
240 	 2.263724e+02 	 4.268270e+05
240 	 2.320317e+02 	 4.259297e+05
240 	 2.376910e+02 	 4.250751e+05
240 	 2.433503e+02 	 4.242603e+05
240 	 2.490096e+02 	 4.234825e+05
240 	 2.546689e+02 	 4.227392e+05
240 	 2.603282e+02 	 4.220283e+05
240 	 2.659875e+02 	 4.213477e+05
240 	 2.716469e+02 	 4.206954e+05
240 	 2.773062e+02 	 4.200697e+05
240 	 2.829655e+02 	 4.194690e+05
240 	 2.886248e+02 	 4.188919e+05
240 	 2.942841e+02 	 4.183370e+05
240 	 2.999434e+02 	 4.178031e+05
240 	 3.056027e+02 	 4.172889e+05
240 	 3.112620e+02 	 4.167934e+05
240 	 3.169213e+02 	 4.163156e+05
240 	 3.225806e+02 	 4.158546e+05
240 	 3.282400e+02 	 4.154095e+05
240 	 3.338993e+02 	 4.149794e+05
240 	 3.395586e+02 	 4.145637e+05
240 	 3.452179e+02 	 4.141617e+05
240 	 3.508772e+02 	 4.137726e+05
240 	 3.565365e+02 	 4.133958e+05
240 	 3.621958e+02 	 4.130308e+05
240 	 3.678551e+02 	 4.126771e+05
240 	 3.735144e+02 	 4.123340e+05
240 	 3.791737e+02 	 4.120013e+05
240 	 3.848331e+02 	 4.116783e+05
240 	 3.904924e+02 	 4.113646e+05
240 	 3.961517e+02 	 4.110599e+05
240 	 4.018110e+02 	 4.107638e+05
240 	 4.074703e+02 	 4.104760e+05
240 	 4.131296e+02 	 4.101960e+05
240 	 4.187889e+02 	 4.099236e+05
240 	 4.244482e+02 	 4.096584e+05
240 	 4.301075e+02 	 4.094003e+05
240 	 4.357668e+02 	 4.091488e+05
240 	 4.414261e+02 	 4.089038e+05
240 	 4.470855e+02 	 4.086650e+05
240 	 4.527448e+02 	 4.084321e+05
240 	 4.584041e+02 	 4.082050e+05
240 	 4.640634e+02 	 4.079834e+05
240 	 4.697227e+02 	 4.077672e+05
240 	 4.753820e+02 	 4.075562e+05
240 	 4.810413e+02 	 4.073501e+05
240 	 4.867006e+02 	 4.071487e+05
240 	 4.923599e+02 	 4.069521e+05
240 	 4.980192e+02 	 4.067598e+05
240 	 5.036786e+02 	 4.065719e+05
240 	 5.093379e+02 	 4.063882e+05
240 	 5.149972e+02 	 4.062085e+05
240 	 5.206565e+02 	 4.060328e+05
240 	 5.263158e+02 	 4.058608e+05
240 	 5.319751e+02 	 4.056924e+05
240 	 5.376344e+02 	 4.055276e+05
240 	 5.432937e+02 	 4.053663e+05
240 	 5.489530e+02 	 4.052083e+05
240 	 5.546123e+02 	 4.050535e+05
240 	 5.602716e+02 	 4.049018e+05
240 	 5.659310e+02 	 4.047531e+05
240 	 5.715903e+02 	 4.046074e+05
240 	 5.772496e+02 	 4.044646e+05
240 	 5.829089e+02 	 4.043245e+05
240 	 5.885682e+02 	 4.041871e+05
240 	 5.942275e+02 	 4.040524e+05
240 	 5.998868e+02 	 4.039202e+05
240 	 6.055461e+02 	 4.037904e+05
240 	 6.112054e+02 	 4.036631e+05
240 	 6.168647e+02 	 4.035381e+05
240 	 6.225241e+02 	 4.034153e+05
240 	 6.281834e+02 	 4.032948e+05
240 	 6.338427e+02 	 4.031764e+05
240 	 6.395020e+02 	 4.030601e+05
240 	 6.451613e+02 	 4.029459e+05
240 	 6.508206e+02 	 4.028337e+05
240 	 6.564799e+02 	 4.027233e+05
240 	 6.621392e+02 	 4.026149e+05
240 	 6.677985e+02 	 4.025083e+05
240 	 6.734578e+02 	 4.024035e+05
240 	 6.791171e+02 	 4.023005e+05
240 	 6.847765e+02 	 4.021991e+05
240 	 6.904358e+02 	 4.020994e+05
240 	 6.960951e+02 	 4.020014e+05
240 	 7.017544e+02 	 4.019049e+05
240 	 7.074137e+02 	 4.018099e+05
240 	 7.130730e+02 	 4.017165e+05
240 	 7.187323e+02 	 4.016246e+05
240 	 7.243916e+02 	 4.015340e+05
240 	 7.300509e+02 	 4.014449e+05
240 	 7.357102e+02 	 4.013572e+05
240 	 7.413696e+02 	 4.012707e+05
240 	 7.470289e+02 	 4.011856e+05
240 	 7.526882e+02 	 4.011018e+05
240 	 7.583475e+02 	 4.010192e+05
240 	 7.640068e+02 	 4.009379e+05
240 	 7.696661e+02 	 4.008577e+05
240 	 7.753254e+02 	 4.007788e+05
240 	 7.809847e+02 	 4.007009e+05
240 	 7.866440e+02 	 4.006242e+05
240 	 7.923033e+02 	 4.005486e+05
240 	 7.979626e+02 	 4.004740e+05
240 	 8.036220e+02 	 4.004005e+05
240 	 8.092813e+02 	 4.003281e+05
240 	 8.149406e+02 	 4.002566e+05
240 	 8.205999e+02 	 4.001861e+05
240 	 8.262592e+02 	 4.001166e+05
240 	 8.319185e+02 	 4.000480e+05
240 	 8.375778e+02 	 3.999804e+05
240 	 8.432371e+02 	 3.999137e+05
240 	 8.488964e+02 	 3.998478e+05
240 	 8.545557e+02 	 3.997829e+05
240 	 8.602151e+02 	 3.997187e+05
240 	 8.658744e+02 	 3.996555e+05
240 	 8.715337e+02 	 3.995930e+05
240 	 8.771930e+02 	 3.995314e+05
240 	 8.828523e+02 	 3.994705e+05
240 	 8.885116e+02 	 3.994104e+05
240 	 8.941709e+02 	 3.993511e+05
240 	 8.998302e+02 	 3.992925e+05
240 	 9.054895e+02 	 3.992347e+05
240 	 9.111488e+02 	 3.991775e+05
240 	 9.168081e+02 	 3.991211e+05
240 	 9.224675e+02 	 3.990654e+05
240 	 9.281268e+02 	 3.990103e+05
240 	 9.337861e+02 	 3.989560e+05
240 	 9.394454e+02 	 3.989022e+05
240 	 9.451047e+02 	 3.988491e+05
240 	 9.507640e+02 	 3.987967e+05
240 	 9.564233e+02 	 3.987449e+05
240 	 9.620826e+02 	 3.986936e+05
240 	 9.677419e+02 	 3.986430e+05
240 	 9.734012e+02 	 3.985930e+05
240 	 9.790606e+02 	 3.985435e+05
240 	 9.847199e+02 	 3.984946e+05
240 	 9.903792e+02 	 3.984463e+05
240 	 9.960385e+02 	 3.983985e+05
240 	 1.001698e+03 	 3.983513e+05
240 	 1.007357e+03 	 3.983046e+05
240 	 1.013016e+03 	 3.982584e+05
240 	 1.018676e+03 	 3.982127e+05
240 	 1.024335e+03 	 3.981676e+05
240 	 1.029994e+03 	 3.981229e+05
240 	 1.035654e+03 	 3.980787e+05
240 	 1.041313e+03 	 3.980350e+05
241 	 3.395586e+01 	 6.438500e+05
241 	 3.961517e+01 	 6.078187e+05
241 	 4.527448e+01 	 5.807951e+05
241 	 5.093379e+01 	 5.597768e+05
241 	 5.659310e+01 	 5.429622e+05
241 	 6.225241e+01 	 5.292048e+05
241 	 6.791171e+01 	 5.177402e+05
241 	 7.357102e+01 	 5.080395e+05
241 	 7.923033e+01 	 4.997246e+05
241 	 8.488964e+01 	 4.925183e+05
241 	 9.054895e+01 	 4.862128e+05
241 	 9.620826e+01 	 4.806491e+05
241 	 1.018676e+02 	 4.757036e+05
241 	 1.075269e+02 	 4.712787e+05
241 	 1.131862e+02 	 4.672963e+05
241 	 1.188455e+02 	 4.636932e+05
241 	 1.245048e+02 	 4.604176e+05
241 	 1.301641e+02 	 4.574269e+05
241 	 1.358234e+02 	 4.546854e+05
241 	 1.414827e+02 	 4.521632e+05
241 	 1.471420e+02 	 4.498350e+05
241 	 1.528014e+02 	 4.476793e+05
241 	 1.584607e+02 	 4.456775e+05
241 	 1.641200e+02 	 4.438138e+05
241 	 1.697793e+02 	 4.420744e+05
241 	 1.754386e+02 	 4.404471e+05
241 	 1.810979e+02 	 4.389216e+05
241 	 1.867572e+02 	 4.374886e+05
241 	 1.924165e+02 	 4.361398e+05
241 	 1.980758e+02 	 4.348681e+05
241 	 2.037351e+02 	 4.336671e+05
241 	 2.093945e+02 	 4.325309e+05
241 	 2.150538e+02 	 4.314546e+05
241 	 2.207131e+02 	 4.304335e+05
241 	 2.263724e+02 	 4.294634e+05
241 	 2.320317e+02 	 4.285406e+05
241 	 2.376910e+02 	 4.276618e+05
241 	 2.433503e+02 	 4.268239e+05
241 	 2.490096e+02 	 4.260240e+05
241 	 2.546689e+02 	 4.252597e+05
241 	 2.603282e+02 	 4.245287e+05
241 	 2.659875e+02 	 4.238287e+05
241 	 2.716469e+02 	 4.231579e+05
241 	 2.773062e+02 	 4.225145e+05
241 	 2.829655e+02 	 4.218968e+05
241 	 2.886248e+02 	 4.213034e+05
241 	 2.942841e+02 	 4.207327e+05
241 	 2.999434e+02 	 4.201836e+05
241 	 3.056027e+02 	 4.196549e+05
241 	 3.112620e+02 	 4.191453e+05
241 	 3.169213e+02 	 4.186540e+05
241 	 3.225806e+02 	 4.181799e+05
241 	 3.282400e+02 	 4.177221e+05
241 	 3.338993e+02 	 4.172799e+05
241 	 3.395586e+02 	 4.168524e+05
241 	 3.452179e+02 	 4.164389e+05
241 	 3.508772e+02 	 4.160388e+05
241 	 3.565365e+02 	 4.156514e+05
241 	 3.621958e+02 	 4.152760e+05
241 	 3.678551e+02 	 4.149123e+05
241 	 3.735144e+02 	 4.145595e+05
241 	 3.791737e+02 	 4.142173e+05
241 	 3.848331e+02 	 4.138851e+05
241 	 3.904924e+02 	 4.135626e+05
241 	 3.961517e+02 	 4.132493e+05
241 	 4.018110e+02 	 4.129448e+05
241 	 4.074703e+02 	 4.126488e+05
241 	 4.131296e+02 	 4.123608e+05
241 	 4.187889e+02 	 4.120807e+05
241 	 4.244482e+02 	 4.118080e+05
241 	 4.301075e+02 	 4.115425e+05
241 	 4.357668e+02 	 4.112839e+05
241 	 4.414261e+02 	 4.110320e+05
241 	 4.470855e+02 	 4.107864e+05
241 	 4.527448e+02 	 4.105469e+05
241 	 4.584041e+02 	 4.103134e+05
241 	 4.640634e+02 	 4.100856e+05
241 	 4.697227e+02 	 4.098632e+05
241 	 4.753820e+02 	 4.096461e+05
241 	 4.810413e+02 	 4.094342e+05
241 	 4.867006e+02 	 4.092272e+05
241 	 4.923599e+02 	 4.090249e+05
241 	 4.980192e+02 	 4.088272e+05
241 	 5.036786e+02 	 4.086340e+05
241 	 5.093379e+02 	 4.084451e+05
241 	 5.149972e+02 	 4.082603e+05
241 	 5.206565e+02 	 4.080796e+05
241 	 5.263158e+02 	 4.079027e+05
241 	 5.319751e+02 	 4.077296e+05
241 	 5.376344e+02 	 4.075601e+05
241 	 5.432937e+02 	 4.073942e+05
241 	 5.489530e+02 	 4.072317e+05
241 	 5.546123e+02 	 4.070725e+05
241 	 5.602716e+02 	 4.069165e+05
241 	 5.659310e+02 	 4.067636e+05
241 	 5.715903e+02 	 4.066138e+05
241 	 5.772496e+02 	 4.064669e+05
241 	 5.829089e+02 	 4.063229e+05
241 	 5.885682e+02 	 4.061816e+05
241 	 5.942275e+02 	 4.060430e+05
241 	 5.998868e+02 	 4.059070e+05
241 	 6.055461e+02 	 4.057736e+05
241 	 6.112054e+02 	 4.056427e+05
241 	 6.168647e+02 	 4.055141e+05
241 	 6.225241e+02 	 4.053879e+05
241 	 6.281834e+02 	 4.052640e+05
241 	 6.338427e+02 	 4.051422e+05
241 	 6.395020e+02 	 4.050227e+05
241 	 6.451613e+02 	 4.049052e+05
241 	 6.508206e+02 	 4.047897e+05
241 	 6.564799e+02 	 4.046763e+05
241 	 6.621392e+02 	 4.045648e+05
241 	 6.677985e+02 	 4.044552e+05
241 	 6.734578e+02 	 4.043474e+05
241 	 6.791171e+02 	 4.042414e+05
241 	 6.847765e+02 	 4.041372e+05
241 	 6.904358e+02 	 4.040347e+05
241 	 6.960951e+02 	 4.039339e+05
241 	 7.017544e+02 	 4.038346e+05
241 	 7.074137e+02 	 4.037370e+05
241 	 7.130730e+02 	 4.036409e+05
241 	 7.187323e+02 	 4.035463e+05
241 	 7.243916e+02 	 4.034533e+05
241 	 7.300509e+02 	 4.033616e+05
241 	 7.357102e+02 	 4.032714e+05
241 	 7.413696e+02 	 4.031825e+05
241 	 7.470289e+02 	 4.030950e+05
241 	 7.526882e+02 	 4.030088e+05
241 	 7.583475e+02 	 4.029239e+05
241 	 7.640068e+02 	 4.028402e+05
241 	 7.696661e+02 	 4.027578e+05
241 	 7.753254e+02 	 4.026766e+05
241 	 7.809847e+02 	 4.025965e+05
241 	 7.866440e+02 	 4.025176e+05
241 	 7.923033e+02 	 4.024399e+05
241 	 7.979626e+02 	 4.023632e+05
241 	 8.036220e+02 	 4.022876e+05
241 	 8.092813e+02 	 4.022131e+05
241 	 8.149406e+02 	 4.021396e+05
241 	 8.205999e+02 	 4.020671e+05
241 	 8.262592e+02 	 4.019956e+05
241 	 8.319185e+02 	 4.019251e+05
241 	 8.375778e+02 	 4.018556e+05
241 	 8.432371e+02 	 4.017870e+05
241 	 8.488964e+02 	 4.017192e+05
241 	 8.545557e+02 	 4.016524e+05
241 	 8.602151e+02 	 4.015865e+05
241 	 8.658744e+02 	 4.015214e+05
241 	 8.715337e+02 	 4.014572e+05
241 	 8.771930e+02 	 4.013938e+05
241 	 8.828523e+02 	 4.013312e+05
241 	 8.885116e+02 	 4.012694e+05
241 	 8.941709e+02 	 4.012084e+05
241 	 8.998302e+02 	 4.011482e+05
241 	 9.054895e+02 	 4.010887e+05
241 	 9.111488e+02 	 4.010299e+05
241 	 9.168081e+02 	 4.009719e+05
241 	 9.224675e+02 	 4.009146e+05
241 	 9.281268e+02 	 4.008580e+05
241 	 9.337861e+02 	 4.008021e+05
241 	 9.394454e+02 	 4.007468e+05
241 	 9.451047e+02 	 4.006922e+05
241 	 9.507640e+02 	 4.006383e+05
241 	 9.564233e+02 	 4.005850e+05
241 	 9.620826e+02 	 4.005323e+05
241 	 9.677419e+02 	 4.004803e+05
241 	 9.734012e+02 	 4.004288e+05
241 	 9.790606e+02 	 4.003780e+05
241 	 9.847199e+02 	 4.003277e+05
241 	 9.903792e+02 	 4.002780e+05
241 	 9.960385e+02 	 4.002289e+05
241 	 1.001698e+03 	 4.001803e+05
241 	 1.007357e+03 	 4.001322e+05
241 	 1.013016e+03 	 4.000847e+05
241 	 1.018676e+03 	 4.000378e+05
241 	 1.024335e+03 	 3.999913e+05
241 	 1.029994e+03 	 3.999454e+05
241 	 1.035654e+03 	 3.999000e+05
242 	 3.395586e+01 	 6.524142e+05
242 	 3.961517e+01 	 6.153872e+05
242 	 4.527448e+01 	 5.876169e+05
242 	 5.093379e+01 	 5.660178e+05
242 	 5.659310e+01 	 5.487386e+05
242 	 6.225241e+01 	 5.346010e+05
242 	 6.791171e+01 	 5.228197e+05
242 	 7.357102e+01 	 5.128508e+05
242 	 7.923033e+01 	 5.043061e+05
242 	 8.488964e+01 	 4.969007e+05
242 	 9.054895e+01 	 4.904210e+05
242 	 9.620826e+01 	 4.847036e+05
242 	 1.018676e+02 	 4.796215e+05
242 	 1.075269e+02 	 4.750743e+05
242 	 1.131862e+02 	 4.709818e+05
242 	 1.188455e+02 	 4.672791e+05
242 	 1.245048e+02 	 4.639130e+05
242 	 1.301641e+02 	 4.608396e+05
242 	 1.358234e+02 	 4.580224e+05
242 	 1.414827e+02 	 4.554305e+05
242 	 1.471420e+02 	 4.530380e+05
242 	 1.528014e+02 	 4.508227e+05
242 	 1.584607e+02 	 4.487656e+05
242 	 1.641200e+02 	 4.468504e+05
242 	 1.697793e+02 	 4.450629e+05
242 	 1.754386e+02 	 4.433907e+05
242 	 1.810979e+02 	 4.418230e+05
242 	 1.867572e+02 	 4.403504e+05
242 	 1.924165e+02 	 4.389643e+05
242 	 1.980758e+02 	 4.376575e+05
242 	 2.037351e+02 	 4.364233e+05
242 	 2.093945e+02 	 4.352558e+05
242 	 2.150538e+02 	 4.341497e+05
242 	 2.207131e+02 	 4.331003e+05
242 	 2.263724e+02 	 4.321035e+05
242 	 2.320317e+02 	 4.311552e+05
242 	 2.376910e+02 	 4.302521e+05
242 	 2.433503e+02 	 4.293910e+05
242 	 2.490096e+02 	 4.285691e+05
242 	 2.546689e+02 	 4.277836e+05
242 	 2.603282e+02 	 4.270324e+05
242 	 2.659875e+02 	 4.263131e+05
242 	 2.716469e+02 	 4.256237e+05
242 	 2.773062e+02 	 4.249625e+05
242 	 2.829655e+02 	 4.243278e+05
242 	 2.886248e+02 	 4.237179e+05
242 	 2.942841e+02 	 4.231315e+05
242 	 2.999434e+02 	 4.225672e+05
242 	 3.056027e+02 	 4.220239e+05
242 	 3.112620e+02 	 4.215003e+05
242 	 3.169213e+02 	 4.209953e+05
242 	 3.225806e+02 	 4.205081e+05
242 	 3.282400e+02 	 4.200377e+05
242 	 3.338993e+02 	 4.195833e+05
242 	 3.395586e+02 	 4.191440e+05
242 	 3.452179e+02 	 4.187191e+05
242 	 3.508772e+02 	 4.183079e+05
242 	 3.565365e+02 	 4.179098e+05
242 	 3.621958e+02 	 4.175241e+05
242 	 3.678551e+02 	 4.171502e+05
242 	 3.735144e+02 	 4.167877e+05
242 	 3.791737e+02 	 4.164360e+05
242 	 3.848331e+02 	 4.160947e+05
242 	 3.904924e+02 	 4.157633e+05
242 	 3.961517e+02 	 4.154413e+05
242 	 4.018110e+02 	 4.151284e+05
242 	 4.074703e+02 	 4.148242e+05
242 	 4.131296e+02 	 4.145283e+05
242 	 4.187889e+02 	 4.142404e+05
242 	 4.244482e+02 	 4.139602e+05
242 	 4.301075e+02 	 4.136874e+05
242 	 4.357668e+02 	 4.134216e+05
242 	 4.414261e+02 	 4.131627e+05
242 	 4.470855e+02 	 4.129103e+05
242 	 4.527448e+02 	 4.126643e+05
242 	 4.584041e+02 	 4.124243e+05
242 	 4.640634e+02 	 4.121901e+05
242 	 4.697227e+02 	 4.119616e+05
242 	 4.753820e+02 	 4.117386e+05
242 	 4.810413e+02 	 4.115208e+05
242 	 4.867006e+02 	 4.113080e+05
242 	 4.923599e+02 	 4.111002e+05
242 	 4.980192e+02 	 4.108971e+05
242 	 5.036786e+02 	 4.106985e+05
242 	 5.093379e+02 	 4.105044e+05
242 	 5.149972e+02 	 4.103145e+05
242 	 5.206565e+02 	 4.101287e+05
242 	 5.263158e+02 	 4.099470e+05
242 	 5.319751e+02 	 4.097691e+05
242 	 5.376344e+02 	 4.095949e+05
242 	 5.432937e+02 	 4.094244e+05
242 	 5.489530e+02 	 4.092574e+05
242 	 5.546123e+02 	 4.090938e+05
242 	 5.602716e+02 	 4.089335e+05
242 	 5.659310e+02 	 4.087764e+05
242 	 5.715903e+02 	 4.086225e+05
242 	 5.772496e+02 	 4.084715e+05
242 	 5.829089e+02 	 4.083235e+05
242 	 5.885682e+02 	 4.081783e+05
242 	 5.942275e+02 	 4.080359e+05
242 	 5.998868e+02 	 4.078962e+05
242 	 6.055461e+02 	 4.077590e+05
242 	 6.112054e+02 	 4.076245e+05
242 	 6.168647e+02 	 4.074924e+05
242 	 6.225241e+02 	 4.073627e+05
242 	 6.281834e+02 	 4.072353e+05
242 	 6.338427e+02 	 4.071102e+05
242 	 6.395020e+02 	 4.069873e+05
242 	 6.451613e+02 	 4.068666e+05
242 	 6.508206e+02 	 4.067480e+05
242 	 6.564799e+02 	 4.066314e+05
242 	 6.621392e+02 	 4.065168e+05
242 	 6.677985e+02 	 4.064042e+05
242 	 6.734578e+02 	 4.062934e+05
242 	 6.791171e+02 	 4.061845e+05
242 	 6.847765e+02 	 4.060774e+05
242 	 6.904358e+02 	 4.059721e+05
242 	 6.960951e+02 	 4.058685e+05
242 	 7.017544e+02 	 4.057665e+05
242 	 7.074137e+02 	 4.056662e+05
242 	 7.130730e+02 	 4.055674e+05
242 	 7.187323e+02 	 4.054702e+05
242 	 7.243916e+02 	 4.053746e+05
242 	 7.300509e+02 	 4.052804e+05
242 	 7.357102e+02 	 4.051877e+05
242 	 7.413696e+02 	 4.050963e+05
242 	 7.470289e+02 	 4.050064e+05
242 	 7.526882e+02 	 4.049178e+05
242 	 7.583475e+02 	 4.048306e+05
242 	 7.640068e+02 	 4.047446e+05
242 	 7.696661e+02 	 4.046599e+05
242 	 7.753254e+02 	 4.045764e+05
242 	 7.809847e+02 	 4.044942e+05
242 	 7.866440e+02 	 4.044131e+05
242 	 7.923033e+02 	 4.043332e+05
242 	 7.979626e+02 	 4.042544e+05
242 	 8.036220e+02 	 4.041767e+05
242 	 8.092813e+02 	 4.041001e+05
242 	 8.149406e+02 	 4.040246e+05
242 	 8.205999e+02 	 4.039501e+05
242 	 8.262592e+02 	 4.038767e+05
242 	 8.319185e+02 	 4.038042e+05
242 	 8.375778e+02 	 4.037327e+05
242 	 8.432371e+02 	 4.036622e+05
242 	 8.488964e+02 	 4.035926e+05
242 	 8.545557e+02 	 4.035240e+05
242 	 8.602151e+02 	 4.034562e+05
242 	 8.658744e+02 	 4.033894e+05
242 	 8.715337e+02 	 4.033234e+05
242 	 8.771930e+02 	 4.032582e+05
242 	 8.828523e+02 	 4.031939e+05
242 	 8.885116e+02 	 4.031304e+05
242 	 8.941709e+02 	 4.030677e+05
242 	 8.998302e+02 	 4.030058e+05
242 	 9.054895e+02 	 4.029447e+05
242 	 9.111488e+02 	 4.028843e+05
242 	 9.168081e+02 	 4.028247e+05
242 	 9.224675e+02 	 4.027658e+05
242 	 9.281268e+02 	 4.027076e+05
242 	 9.337861e+02 	 4.026501e+05
242 	 9.394454e+02 	 4.025934e+05
242 	 9.451047e+02 	 4.025373e+05
242 	 9.507640e+02 	 4.024818e+05
242 	 9.564233e+02 	 4.024271e+05
242 	 9.620826e+02 	 4.023729e+05
242 	 9.677419e+02 	 4.023194e+05
242 	 9.734012e+02 	 4.022666e+05
242 	 9.790606e+02 	 4.022143e+05
242 	 9.847199e+02 	 4.021626e+05
242 	 9.903792e+02 	 4.021116e+05
242 	 9.960385e+02 	 4.020611e+05
242 	 1.001698e+03 	 4.020112e+05
242 	 1.007357e+03 	 4.019618e+05
242 	 1.013016e+03 	 4.019130e+05
242 	 1.018676e+03 	 4.018647e+05
242 	 1.024335e+03 	 4.018170e+05
242 	 1.029994e+03 	 4.017698e+05
242 	 1.035654e+03 	 4.017231e+05
243 	 3.961517e+01 	 6.230600e+05
243 	 4.527448e+01 	 5.945297e+05
243 	 5.093379e+01 	 5.723394e+05
243 	 5.659310e+01 	 5.545872e+05
243 	 6.225241e+01 	 5.400627e+05
243 	 6.791171e+01 	 5.279589e+05
243 	 7.357102e+01 	 5.177173e+05
243 	 7.923033e+01 	 5.089387e+05
243 	 8.488964e+01 	 5.013306e+05
243 	 9.054895e+01 	 4.946735e+05
243 	 9.620826e+01 	 4.887996e+05
243 	 1.018676e+02 	 4.835784e+05
243 	 1.075269e+02 	 4.789068e+05
243 	 1.131862e+02 	 4.747023e+05
243 	 1.188455e+02 	 4.708982e+05
243 	 1.245048e+02 	 4.674400e+05
243 	 1.301641e+02 	 4.642825e+05
243 	 1.358234e+02 	 4.613881e+05
243 	 1.414827e+02 	 4.587253e+05
243 	 1.471420e+02 	 4.562673e+05
243 	 1.528014e+02 	 4.539914e+05
243 	 1.584607e+02 	 4.518780e+05
243 	 1.641200e+02 	 4.499104e+05
243 	 1.697793e+02 	 4.480740e+05
243 	 1.754386e+02 	 4.463560e+05
243 	 1.810979e+02 	 4.447454e+05
243 	 1.867572e+02 	 4.432325e+05
243 	 1.924165e+02 	 4.418085e+05
243 	 1.980758e+02 	 4.404659e+05
243 	 2.037351e+02 	 4.391979e+05
243 	 2.093945e+02 	 4.379984e+05
243 	 2.150538e+02 	 4.368621e+05
243 	 2.207131e+02 	 4.357840e+05
243 	 2.263724e+02 	 4.347598e+05
243 	 2.320317e+02 	 4.337856e+05
243 	 2.376910e+02 	 4.328578e+05
243 	 2.433503e+02 	 4.319731e+05
243 	 2.490096e+02 	 4.311287e+05
243 	 2.546689e+02 	 4.303218e+05
243 	 2.603282e+02 	 4.295499e+05
243 	 2.659875e+02 	 4.288109e+05
243 	 2.716469e+02 	 4.281027e+05
243 	 2.773062e+02 	 4.274235e+05
243 	 2.829655e+02 	 4.267713e+05
243 	 2.886248e+02 	 4.261448e+05
243 	 2.942841e+02 	 4.255423e+05
243 	 2.999434e+02 	 4.249626e+05
243 	 3.056027e+02 	 4.244044e+05
243 	 3.112620e+02 	 4.238664e+05
243 	 3.169213e+02 	 4.233477e+05
243 	 3.225806e+02 	 4.228472e+05
243 	 3.282400e+02 	 4.223639e+05
243 	 3.338993e+02 	 4.218970e+05
243 	 3.395586e+02 	 4.214457e+05
243 	 3.452179e+02 	 4.210091e+05
243 	 3.508772e+02 	 4.205867e+05
243 	 3.565365e+02 	 4.201777e+05
243 	 3.621958e+02 	 4.197814e+05
243 	 3.678551e+02 	 4.193973e+05
243 	 3.735144e+02 	 4.190249e+05
243 	 3.791737e+02 	 4.186636e+05
243 	 3.848331e+02 	 4.183129e+05
243 	 3.904924e+02 	 4.179724e+05
243 	 3.961517e+02 	 4.176416e+05
243 	 4.018110e+02 	 4.173202e+05
243 	 4.074703e+02 	 4.170076e+05
243 	 4.131296e+02 	 4.167036e+05
243 	 4.187889e+02 	 4.164079e+05
243 	 4.244482e+02 	 4.161200e+05
243 	 4.301075e+02 	 4.158397e+05
243 	 4.357668e+02 	 4.155667e+05
243 	 4.414261e+02 	 4.153007e+05
243 	 4.470855e+02 	 4.150414e+05
243 	 4.527448e+02 	 4.147886e+05
243 	 4.584041e+02 	 4.145420e+05
243 	 4.640634e+02 	 4.143015e+05
243 	 4.697227e+02 	 4.140667e+05
243 	 4.753820e+02 	 4.138376e+05
243 	 4.810413e+02 	 4.136138e+05
243 	 4.867006e+02 	 4.133952e+05
243 	 4.923599e+02 	 4.131817e+05
243 	 4.980192e+02 	 4.129730e+05
243 	 5.036786e+02 	 4.127690e+05
243 	 5.093379e+02 	 4.125696e+05
243 	 5.149972e+02 	 4.123745e+05
243 	 5.206565e+02 	 4.121836e+05
243 	 5.263158e+02 	 4.119969e+05
243 	 5.319751e+02 	 4.118142e+05
243 	 5.376344e+02 	 4.116352e+05
243 	 5.432937e+02 	 4.114601e+05
243 	 5.489530e+02 	 4.112885e+05
243 	 5.546123e+02 	 4.111204e+05
243 	 5.602716e+02 	 4.109557e+05
243 	 5.659310e+02 	 4.107943e+05
243 	 5.715903e+02 	 4.106362e+05
243 	 5.772496e+02 	 4.104811e+05
243 	 5.829089e+02 	 4.103290e+05
