Table: Internal Energy [Saturated Tank]
Total Nitrous Mass Per Nitrous Tank Vol {Kg/m^3} 	 Temperature {K} 	 Specific Internal Energy (Per Kg Total Nitrous) {J/Kg}
3.395586e+01 	 240 	 6.353022e+05
3.395586e+01 	 241 	 6.438500e+05
3.395586e+01 	 242 	 6.524142e+05
3.961517e+01 	 240 	 6.002644e+05
3.961517e+01 	 241 	 6.078187e+05
3.961517e+01 	 242 	 6.153872e+05
3.961517e+01 	 243 	 6.230600e+05
3.961517e+01 	 244 	 6.308281e+05
3.961517e+01 	 245 	 6.387208e+05
3.961517e+01 	 246 	 6.468057e+05
3.961517e+01 	 247 	 6.549180e+05
4.527448e+01 	 240 	 5.739860e+05
4.527448e+01 	 241 	 5.807951e+05
4.527448e+01 	 242 	 5.876169e+05
4.527448e+01 	 243 	 5.945297e+05
4.527448e+01 	 244 	 6.015256e+05
4.527448e+01 	 245 	 6.086302e+05
4.527448e+01 	 246 	 6.159022e+05
4.527448e+01 	 247 	 6.231985e+05
4.527448e+01 	 248 	 6.305776e+05
4.527448e+01 	 249 	 6.380629e+05
4.527448e+01 	 250 	 6.457390e+05
4.527448e+01 	 251 	 6.534279e+05
4.527448e+01 	 252 	 6.612241e+05
5.093379e+01 	 240 	 5.535472e+05
5.093379e+01 	 241 	 5.597768e+05
5.093379e+01 	 242 	 5.660178e+05
5.093379e+01 	 243 	 5.723394e+05
5.093379e+01 	 244 	 5.787348e+05
5.093379e+01 	 245 	 5.852264e+05
5.093379e+01 	 246 	 5.918662e+05
5.093379e+01 	 247 	 5.985277e+05
5.093379e+01 	 248 	 6.052627e+05
5.093379e+01 	 249 	 6.120918e+05
5.093379e+01 	 250 	 6.190897e+05
5.093379e+01 	 251 	 6.260993e+05
5.093379e+01 	 252 	 6.332039e+05
5.093379e+01 	 253 	 6.403921e+05
5.093379e+01 	 254 	 6.477439e+05
5.093379e+01 	 255 	 6.551248e+05
5.659310e+01 	 240 	 5.371962e+05
5.659310e+01 	 241 	 5.429622e+05
5.659310e+01 	 242 	 5.487386e+05
5.659310e+01 	 243 	 5.545872e+05
5.659310e+01 	 244 	 5.605021e+05
5.659310e+01 	 245 	 5.665034e+05
5.659310e+01 	 246 	 5.726374e+05
5.659310e+01 	 247 	 5.787911e+05
5.659310e+01 	 248 	 5.850107e+05
5.659310e+01 	 249 	 5.913149e+05
5.659310e+01 	 250 	 5.977703e+05
5.659310e+01 	 251 	 6.042363e+05
5.659310e+01 	 252 	 6.107877e+05
5.659310e+01 	 253 	 6.174141e+05
5.659310e+01 	 254 	 6.241872e+05
5.659310e+01 	 255 	 6.309866e+05
5.659310e+01 	 256 	 6.378658e+05
5.659310e+01 	 257 	 6.448966e+05
5.659310e+01 	 258 	 6.519470e+05
5.659310e+01 	 259 	 6.590899e+05
6.225241e+01 	 240 	 5.238181e+05
6.225241e+01 	 241 	 5.292048e+05
6.225241e+01 	 242 	 5.346010e+05
6.225241e+01 	 243 	 5.400627e+05
6.225241e+01 	 244 	 5.455845e+05
6.225241e+01 	 245 	 5.511845e+05
6.225241e+01 	 246 	 5.569047e+05
6.225241e+01 	 247 	 5.626430e+05
6.225241e+01 	 248 	 5.684410e+05
6.225241e+01 	 249 	 5.743156e+05
6.225241e+01 	 250 	 5.803271e+05
6.225241e+01 	 251 	 5.863485e+05
6.225241e+01 	 252 	 5.924472e+05
6.225241e+01 	 253 	 5.986139e+05
6.225241e+01 	 254 	 6.049135e+05
6.225241e+01 	 255 	 6.112371e+05
6.225241e+01 	 256 	 6.176331e+05
6.225241e+01 	 257 	 6.241664e+05
6.225241e+01 	 258 	 6.307176e+05
6.225241e+01 	 259 	 6.373526e+05
6.225241e+01 	 260 	 6.440574e+05
6.225241e+01 	 261 	 6.509356e+05
6.225241e+01 	 262 	 6.578196e+05
6.791171e+01 	 240 	 5.126697e+05
6.791171e+01 	 241 	 5.177402e+05
6.791171e+01 	 242 	 5.228197e+05
6.791171e+01 	 243 	 5.279589e+05
6.791171e+01 	 244 	 5.331531e+05
6.791171e+01 	 245 	 5.384188e+05
6.791171e+01 	 246 	 5.437942e+05
6.791171e+01 	 247 	 5.491862e+05
6.791171e+01 	 248 	 5.546328e+05
6.791171e+01 	 249 	 5.601495e+05
6.791171e+01 	 250 	 5.657911e+05
6.791171e+01 	 251 	 5.714420e+05
6.791171e+01 	 252 	 5.771634e+05
6.791171e+01 	 253 	 5.829471e+05
6.791171e+01 	 254 	 5.888521e+05
6.791171e+01 	 255 	 5.947792e+05
6.791171e+01 	 256 	 6.007725e+05
6.791171e+01 	 257 	 6.068912e+05
6.791171e+01 	 258 	 6.130263e+05
6.791171e+01 	 259 	 6.192382e+05
6.791171e+01 	 260 	 6.255139e+05
6.791171e+01 	 261 	 6.319479e+05
6.791171e+01 	 262 	 6.383874e+05
6.791171e+01 	 263 	 6.448980e+05
6.791171e+01 	 264 	 6.515590e+05
6.791171e+01 	 265 	 6.582293e+05
7.357102e+01 	 240 	 5.032365e+05
7.357102e+01 	 241 	 5.080395e+05
7.357102e+01 	 242 	 5.128508e+05
7.357102e+01 	 243 	 5.177173e+05
7.357102e+01 	 244 	 5.226343e+05
7.357102e+01 	 245 	 5.276170e+05
7.357102e+01 	 246 	 5.327006e+05
7.357102e+01 	 247 	 5.377997e+05
7.357102e+01 	 248 	 5.429490e+05
7.357102e+01 	 249 	 5.481628e+05
7.357102e+01 	 250 	 5.534914e+05
7.357102e+01 	 251 	 5.588287e+05
7.357102e+01 	 252 	 5.642310e+05
7.357102e+01 	 253 	 5.696906e+05
7.357102e+01 	 254 	 5.752617e+05
7.357102e+01 	 255 	 5.808533e+05
7.357102e+01 	 256 	 5.865058e+05
7.357102e+01 	 257 	 5.922737e+05
7.357102e+01 	 258 	 5.980568e+05
7.357102e+01 	 259 	 6.039107e+05
7.357102e+01 	 260 	 6.098233e+05
7.357102e+01 	 261 	 6.158814e+05
7.357102e+01 	 262 	 6.219448e+05
7.357102e+01 	 263 	 6.280737e+05
7.357102e+01 	 264 	 6.343409e+05
7.357102e+01 	 265 	 6.406169e+05
7.357102e+01 	 266 	 6.469722e+05
7.357102e+01 	 267 	 6.534686e+05
7.357102e+01 	 268 	 6.599845e+05
7.923033e+01 	 240 	 4.951508e+05
7.923033e+01 	 241 	 4.997246e+05
7.923033e+01 	 242 	 5.043061e+05
7.923033e+01 	 243 	 5.089387e+05
7.923033e+01 	 244 	 5.136182e+05
7.923033e+01 	 245 	 5.183584e+05
7.923033e+01 	 246 	 5.231919e+05
7.923033e+01 	 247 	 5.280399e+05
7.923033e+01 	 248 	 5.329343e+05
7.923033e+01 	 249 	 5.378885e+05
7.923033e+01 	 250 	 5.429488e+05
7.923033e+01 	 251 	 5.480174e+05
7.923033e+01 	 252 	 5.531461e+05
7.923033e+01 	 253 	 5.583279e+05
7.923033e+01 	 254 	 5.636128e+05
7.923033e+01 	 255 	 5.689168e+05
7.923033e+01 	 256 	 5.742773e+05
7.923033e+01 	 257 	 5.797444e+05
7.923033e+01 	 258 	 5.852258e+05
7.923033e+01 	 259 	 5.907728e+05
7.923033e+01 	 260 	 5.963742e+05
7.923033e+01 	 261 	 6.021101e+05
7.923033e+01 	 262 	 6.078511e+05
7.923033e+01 	 263 	 6.136528e+05
7.923033e+01 	 264 	 6.195825e+05
7.923033e+01 	 265 	 6.255205e+05
7.923033e+01 	 266 	 6.315320e+05
7.923033e+01 	 267 	 6.376740e+05
7.923033e+01 	 268 	 6.438343e+05
7.923033e+01 	 269 	 6.501176e+05
7.923033e+01 	 270 	 6.564320e+05
8.488964e+01 	 240 	 4.881432e+05
8.488964e+01 	 241 	 4.925183e+05
8.488964e+01 	 242 	 4.969007e+05
8.488964e+01 	 243 	 5.013306e+05
8.488964e+01 	 244 	 5.058042e+05
8.488964e+01 	 245 	 5.103342e+05
8.488964e+01 	 246 	 5.149510e+05
8.488964e+01 	 247 	 5.195813e+05
8.488964e+01 	 248 	 5.242549e+05
8.488964e+01 	 249 	 5.289841e+05
8.488964e+01 	 250 	 5.338119e+05
8.488964e+01 	 251 	 5.386476e+05
8.488964e+01 	 252 	 5.435392e+05
8.488964e+01 	 253 	 5.484802e+05
8.488964e+01 	 254 	 5.535170e+05
8.488964e+01 	 255 	 5.585718e+05
8.488964e+01 	 256 	 5.636792e+05
8.488964e+01 	 257 	 5.688857e+05
8.488964e+01 	 258 	 5.741056e+05
8.488964e+01 	 259 	 5.793866e+05
8.488964e+01 	 260 	 5.847183e+05
8.488964e+01 	 261 	 5.901750e+05
8.488964e+01 	 262 	 5.956366e+05
8.488964e+01 	 263 	 6.011548e+05
8.488964e+01 	 264 	 6.067919e+05
8.488964e+01 	 265 	 6.124370e+05
8.488964e+01 	 266 	 6.181505e+05
8.488964e+01 	 267 	 6.239853e+05
8.488964e+01 	 268 	 6.298375e+05
8.488964e+01 	 269 	 6.358039e+05
8.488964e+01 	 270 	 6.417994e+05
8.488964e+01 	 271 	 6.478496e+05
8.488964e+01 	 272 	 6.540461e+05
8.488964e+01 	 273 	 6.602508e+05
9.054895e+01 	 240 	 4.820116e+05
9.054895e+01 	 241 	 4.862128e+05
9.054895e+01 	 242 	 4.904210e+05
9.054895e+01 	 243 	 4.946735e+05
9.054895e+01 	 244 	 4.989669e+05
9.054895e+01 	 245 	 5.033131e+05
9.054895e+01 	 246 	 5.077402e+05
9.054895e+01 	 247 	 5.121801e+05
9.054895e+01 	 248 	 5.166604e+05
9.054895e+01 	 249 	 5.211928e+05
9.054895e+01 	 250 	 5.258171e+05
9.054895e+01 	 251 	 5.304490e+05
9.054895e+01 	 252 	 5.351331e+05
9.054895e+01 	 253 	 5.398634e+05
9.054895e+01 	 254 	 5.446833e+05
9.054895e+01 	 255 	 5.495200e+05
9.054895e+01 	 256 	 5.544058e+05
9.054895e+01 	 257 	 5.593843e+05
9.054895e+01 	 258 	 5.643755e+05
9.054895e+01 	 259 	 5.694237e+05
9.054895e+01 	 260 	 5.745193e+05
9.054895e+01 	 261 	 5.797317e+05
9.054895e+01 	 262 	 5.849489e+05
9.054895e+01 	 263 	 5.902190e+05
9.054895e+01 	 264 	 5.956002e+05
9.054895e+01 	 265 	 6.009890e+05
9.054895e+01 	 266 	 6.064417e+05
9.054895e+01 	 267 	 6.120077e+05
9.054895e+01 	 268 	 6.175902e+05
9.054895e+01 	 269 	 6.232795e+05
9.054895e+01 	 270 	 6.289959e+05
9.054895e+01 	 271 	 6.347638e+05
9.054895e+01 	 272 	 6.406682e+05
9.054895e+01 	 273 	 6.465804e+05
9.054895e+01 	 274 	 6.525533e+05
9.054895e+01 	 275 	 6.586884e+05
9.620826e+01 	 240 	 4.766013e+05
9.620826e+01 	 241 	 4.806491e+05
9.620826e+01 	 242 	 4.847036e+05
9.620826e+01 	 243 	 4.887996e+05
9.620826e+01 	 244 	 4.929341e+05
9.620826e+01 	 245 	 4.971179e+05
9.620826e+01 	 246 	 5.013777e+05
9.620826e+01 	 247 	 5.056496e+05
9.620826e+01 	 248 	 5.099594e+05
9.620826e+01 	 249 	 5.143180e+05
9.620826e+01 	 250 	 5.187629e+05
9.620826e+01 	 251 	 5.232149e+05
9.620826e+01 	 252 	 5.277160e+05
9.620826e+01 	 253 	 5.322604e+05
9.620826e+01 	 254 	 5.368888e+05
9.620826e+01 	 255 	 5.415330e+05
9.620826e+01 	 256 	 5.462235e+05
9.620826e+01 	 257 	 5.510008e+05
9.620826e+01 	 258 	 5.557900e+05
9.620826e+01 	 259 	 5.606329e+05
9.620826e+01 	 260 	 5.655203e+05
9.620826e+01 	 261 	 5.705171e+05
9.620826e+01 	 262 	 5.755186e+05
9.620826e+01 	 263 	 5.805697e+05
9.620826e+01 	 264 	 5.857251e+05
9.620826e+01 	 265 	 5.908877e+05
9.620826e+01 	 266 	 5.961104e+05
9.620826e+01 	 267 	 6.014393e+05
9.620826e+01 	 268 	 6.067838e+05
9.620826e+01 	 269 	 6.122285e+05
9.620826e+01 	 270 	 6.176988e+05
9.620826e+01 	 271 	 6.232175e+05
9.620826e+01 	 272 	 6.288640e+05
9.620826e+01 	 273 	 6.345183e+05
9.620826e+01 	 274 	 6.402297e+05
9.620826e+01 	 275 	 6.460929e+05
9.620826e+01 	 276 	 6.519535e+05
9.620826e+01 	 277 	 6.579347e+05
1.018676e+02 	 240 	 4.717922e+05
1.018676e+02 	 241 	 4.757036e+05
1.018676e+02 	 242 	 4.796215e+05
1.018676e+02 	 243 	 4.835784e+05
1.018676e+02 	 244 	 4.875715e+05
1.018676e+02 	 245 	 4.916112e+05
1.018676e+02 	 246 	 4.957222e+05
1.018676e+02 	 247 	 4.998447e+05
1.018676e+02 	 248 	 5.040030e+05
1.018676e+02 	 249 	 5.082072e+05
1.018676e+02 	 250 	 5.124925e+05
1.018676e+02 	 251 	 5.167847e+05
1.018676e+02 	 252 	 5.211230e+05
1.018676e+02 	 253 	 5.255022e+05
1.018676e+02 	 254 	 5.299603e+05
1.018676e+02 	 255 	 5.344336e+05
1.018676e+02 	 256 	 5.389503e+05
1.018676e+02 	 257 	 5.435487e+05
1.018676e+02 	 258 	 5.481585e+05
1.018676e+02 	 259 	 5.528188e+05
1.018676e+02 	 260 	 5.575211e+05
1.018676e+02 	 261 	 5.623264e+05
1.018676e+02 	 262 	 5.671361e+05
1.018676e+02 	 263 	 5.719927e+05
1.018676e+02 	 264 	 5.769472e+05
1.018676e+02 	 265 	 5.819088e+05
1.018676e+02 	 266 	 5.869270e+05
1.018676e+02 	 267 	 5.920451e+05
1.018676e+02 	 268 	 5.971781e+05
1.018676e+02 	 269 	 6.024054e+05
1.018676e+02 	 270 	 6.076568e+05
1.018676e+02 	 271 	 6.129540e+05
1.018676e+02 	 272 	 6.183715e+05
1.018676e+02 	 273 	 6.237965e+05
1.018676e+02 	 274 	 6.292753e+05
1.018676e+02 	 275 	 6.348968e+05
1.018676e+02 	 276 	 6.405164e+05
1.018676e+02 	 277 	 6.462492e+05
1.018676e+02 	 278 	 6.520300e+05
1.018676e+02 	 279 	 6.579133e+05
1.075269e+02 	 240 	 4.674893e+05
1.075269e+02 	 241 	 4.712787e+05
1.075269e+02 	 242 	 4.750743e+05
1.075269e+02 	 243 	 4.789068e+05
1.075269e+02 	 244 	 4.827734e+05
1.075269e+02 	 245 	 4.866840e+05
1.075269e+02 	 246 	 4.906619e+05
1.075269e+02 	 247 	 4.946509e+05
1.075269e+02 	 248 	 4.986735e+05
1.075269e+02 	 249 	 5.027396e+05
1.075269e+02 	 250 	 5.068821e+05
1.075269e+02 	 251 	 5.110313e+05
1.075269e+02 	 252 	 5.152240e+05
1.075269e+02 	 253 	 5.194553e+05
1.075269e+02 	 254 	 5.237612e+05
1.075269e+02 	 255 	 5.280814e+05
1.075269e+02 	 256 	 5.324427e+05
1.075269e+02 	 257 	 5.368811e+05
1.075269e+02 	 258 	 5.413303e+05
1.075269e+02 	 259 	 5.458273e+05
1.075269e+02 	 260 	 5.503640e+05
1.075269e+02 	 261 	 5.549978e+05
1.075269e+02 	 262 	 5.596359e+05
1.075269e+02 	 263 	 5.643184e+05
1.075269e+02 	 264 	 5.690934e+05
1.075269e+02 	 265 	 5.738751e+05
1.075269e+02 	 266 	 5.787103e+05
1.075269e+02 	 267 	 5.836398e+05
1.075269e+02 	 268 	 5.885836e+05
1.075269e+02 	 269 	 5.936163e+05
1.075269e+02 	 270 	 5.986719e+05
1.075269e+02 	 271 	 6.037710e+05
1.075269e+02 	 272 	 6.089834e+05
1.075269e+02 	 273 	 6.142032e+05
1.075269e+02 	 274 	 6.194740e+05
1.075269e+02 	 275 	 6.248793e+05
1.075269e+02 	 276 	 6.302831e+05
1.075269e+02 	 277 	 6.357938e+05
1.075269e+02 	 278 	 6.413499e+05
1.075269e+02 	 279 	 6.470028e+05
1.075269e+02 	 280 	 6.526659e+05
1.075269e+02 	 281 	 6.584106e+05
1.131862e+02 	 240 	 4.636167e+05
1.131862e+02 	 241 	 4.672963e+05
1.131862e+02 	 242 	 4.709818e+05
1.131862e+02 	 243 	 4.747023e+05
1.131862e+02 	 244 	 4.784552e+05
1.131862e+02 	 245 	 4.822496e+05
1.131862e+02 	 246 	 4.861078e+05
1.131862e+02 	 247 	 4.899764e+05
1.131862e+02 	 248 	 4.938770e+05
1.131862e+02 	 249 	 4.978187e+05
1.131862e+02 	 250 	 5.018328e+05
1.131862e+02 	 251 	 5.058532e+05
1.131862e+02 	 252 	 5.099149e+05
1.131862e+02 	 253 	 5.140132e+05
1.131862e+02 	 254 	 5.181820e+05
1.131862e+02 	 255 	 5.223644e+05
1.131862e+02 	 256 	 5.265858e+05
1.131862e+02 	 257 	 5.308802e+05
1.131862e+02 	 258 	 5.351849e+05
1.131862e+02 	 259 	 5.395349e+05
1.131862e+02 	 260 	 5.439226e+05
1.131862e+02 	 261 	 5.484021e+05
1.131862e+02 	 262 	 5.528858e+05
1.131862e+02 	 263 	 5.574116e+05
1.131862e+02 	 264 	 5.620249e+05
1.131862e+02 	 265 	 5.666447e+05
1.131862e+02 	 266 	 5.713153e+05
1.131862e+02 	 267 	 5.760750e+05
1.131862e+02 	 268 	 5.808485e+05
1.131862e+02 	 269 	 5.857061e+05
1.131862e+02 	 270 	 5.905855e+05
1.131862e+02 	 271 	 5.955062e+05
1.131862e+02 	 272 	 6.005342e+05
1.131862e+02 	 273 	 6.055693e+05
1.131862e+02 	 274 	 6.106529e+05
1.131862e+02 	 275 	 6.158636e+05
1.131862e+02 	 276 	 6.210732e+05
1.131862e+02 	 277 	 6.263839e+05
1.131862e+02 	 278 	 6.317379e+05
1.131862e+02 	 279 	 6.371833e+05
1.131862e+02 	 280 	 6.426389e+05
1.131862e+02 	 281 	 6.481717e+05
1.131862e+02 	 282 	 6.538644e+05
1.188455e+02 	 240 	 4.601129e+05
1.188455e+02 	 241 	 4.636932e+05
1.188455e+02 	 242 	 4.672791e+05
1.188455e+02 	 243 	 4.708982e+05
1.188455e+02 	 244 	 4.745482e+05
1.188455e+02 	 245 	 4.782376e+05
1.188455e+02 	 246 	 4.819873e+05
1.188455e+02 	 247 	 4.857472e+05
1.188455e+02 	 248 	 4.895373e+05
1.188455e+02 	 249 	 4.933665e+05
1.188455e+02 	 250 	 4.972643e+05
1.188455e+02 	 251 	 5.011683e+05
1.188455e+02 	 252 	 5.051114e+05
1.188455e+02 	 253 	 5.090893e+05
1.188455e+02 	 254 	 5.131341e+05
1.188455e+02 	 255 	 5.171920e+05
1.188455e+02 	 256 	 5.212868e+05
1.188455e+02 	 257 	 5.254509e+05
1.188455e+02 	 258 	 5.296249e+05
1.188455e+02 	 259 	 5.338418e+05
1.188455e+02 	 260 	 5.380946e+05
1.188455e+02 	 261 	 5.424345e+05
1.188455e+02 	 262 	 5.467785e+05
1.188455e+02 	 263 	 5.511626e+05
1.188455e+02 	 264 	 5.556296e+05
1.188455e+02 	 265 	 5.601030e+05
1.188455e+02 	 266 	 5.646246e+05
1.188455e+02 	 267 	 5.692307e+05
1.188455e+02 	 268 	 5.738500e+05
1.188455e+02 	 269 	 5.785492e+05
1.188455e+02 	 270 	 5.832692e+05
1.188455e+02 	 271 	 5.880286e+05
1.188455e+02 	 272 	 5.928896e+05
1.188455e+02 	 273 	 5.977577e+05
1.188455e+02 	 274 	 6.026718e+05
1.188455e+02 	 275 	 6.077065e+05
1.188455e+02 	 276 	 6.127404e+05
1.188455e+02 	 277 	 6.178702e+05
1.188455e+02 	 278 	 6.230412e+05
1.188455e+02 	 279 	 6.282991e+05
1.188455e+02 	 280 	 6.335668e+05
1.188455e+02 	 281 	 6.389079e+05
1.188455e+02 	 282 	 6.444005e+05
1.188455e+02 	 283 	 6.498608e+05
1.188455e+02 	 284 	 6.555331e+05
1.245048e+02 	 240 	 4.569277e+05
1.245048e+02 	 241 	 4.604176e+05
1.245048e+02 	 242 	 4.639130e+05
1.245048e+02 	 243 	 4.674400e+05
1.245048e+02 	 244 	 4.709964e+05
1.245048e+02 	 245 	 4.745902e+05
1.245048e+02 	 246 	 4.782414e+05
1.245048e+02 	 247 	 4.819024e+05
1.245048e+02 	 248 	 4.855921e+05
1.245048e+02 	 249 	 4.893191e+05
1.245048e+02 	 250 	 4.931112e+05
1.245048e+02 	 251 	 4.969093e+05
1.245048e+02 	 252 	 5.007446e+05
1.245048e+02 	 253 	 5.046131e+05
1.245048e+02 	 254 	 5.085451e+05
1.245048e+02 	 255 	 5.124897e+05
1.245048e+02 	 256 	 5.164695e+05
1.245048e+02 	 257 	 5.205151e+05
1.245048e+02 	 258 	 5.245702e+05
1.245048e+02 	 259 	 5.286663e+05
1.245048e+02 	 260 	 5.327965e+05
1.245048e+02 	 261 	 5.370094e+05
1.245048e+02 	 262 	 5.412265e+05
1.245048e+02 	 263 	 5.454816e+05
1.245048e+02 	 264 	 5.498157e+05
1.245048e+02 	 265 	 5.541559e+05
1.245048e+02 	 266 	 5.585421e+05
1.245048e+02 	 267 	 5.630085e+05
1.245048e+02 	 268 	 5.674878e+05
1.245048e+02 	 269 	 5.720430e+05
1.245048e+02 	 270 	 5.766181e+05
1.245048e+02 	 271 	 5.812308e+05
1.245048e+02 	 272 	 5.859400e+05
1.245048e+02 	 273 	 5.906562e+05
1.245048e+02 	 274 	 5.954163e+05
1.245048e+02 	 275 	 6.002909e+05
1.245048e+02 	 276 	 6.051651e+05
1.245048e+02 	 277 	 6.101304e+05
1.245048e+02 	 278 	 6.151352e+05
1.245048e+02 	 279 	 6.202224e+05
1.245048e+02 	 280 	 6.253195e+05
1.245048e+02 	 281 	 6.304864e+05
1.245048e+02 	 282 	 6.357971e+05
1.245048e+02 	 283 	 6.410775e+05
1.245048e+02 	 284 	 6.465591e+05
1.245048e+02 	 285 	 6.520163e+05
1.301641e+02 	 240 	 4.540194e+05
1.301641e+02 	 241 	 4.574269e+05
1.301641e+02 	 242 	 4.608396e+05
1.301641e+02 	 243 	 4.642825e+05
1.301641e+02 	 244 	 4.677534e+05
1.301641e+02 	 245 	 4.712600e+05
1.301641e+02 	 246 	 4.748213e+05
1.301641e+02 	 247 	 4.783919e+05
1.301641e+02 	 248 	 4.819900e+05
1.301641e+02 	 249 	 4.856236e+05
1.301641e+02 	 250 	 4.893192e+05
1.301641e+02 	 251 	 4.930206e+05
1.301641e+02 	 252 	 4.967576e+05
1.301641e+02 	 253 	 5.005261e+05
1.301641e+02 	 254 	 5.043552e+05
1.301641e+02 	 255 	 5.081963e+05
1.301641e+02 	 256 	 5.120711e+05
1.301641e+02 	 257 	 5.160085e+05
1.301641e+02 	 258 	 5.199551e+05
1.301641e+02 	 259 	 5.239408e+05
1.301641e+02 	 260 	 5.279591e+05
1.301641e+02 	 261 	 5.320561e+05
1.301641e+02 	 262 	 5.361572e+05
1.301641e+02 	 263 	 5.402947e+05
1.301641e+02 	 264 	 5.445073e+05
1.301641e+02 	 265 	 5.487260e+05
1.301641e+02 	 266 	 5.529885e+05
1.301641e+02 	 267 	 5.573275e+05
1.301641e+02 	 268 	 5.616789e+05
1.301641e+02 	 269 	 5.661026e+05
1.301641e+02 	 270 	 5.705453e+05
1.301641e+02 	 271 	 5.750241e+05
1.301641e+02 	 272 	 5.795947e+05
1.301641e+02 	 273 	 5.841722e+05
1.301641e+02 	 274 	 5.887917e+05
1.301641e+02 	 275 	 5.935202e+05
1.301641e+02 	 276 	 5.982486e+05
1.301641e+02 	 277 	 6.030637e+05
1.301641e+02 	 278 	 6.079166e+05
1.301641e+02 	 279 	 6.128481e+05
1.301641e+02 	 280 	 6.177893e+05
1.301641e+02 	 281 	 6.227971e+05
1.301641e+02 	 282 	 6.279417e+05
1.301641e+02 	 283 	 6.330580e+05
1.301641e+02 	 284 	 6.383656e+05
1.301641e+02 	 285 	 6.436503e+05
1.301641e+02 	 286 	 6.490405e+05
1.301641e+02 	 287 	 6.544919e+05
1.358234e+02 	 240 	 4.513535e+05
1.358234e+02 	 241 	 4.546854e+05
1.358234e+02 	 242 	 4.580224e+05
1.358234e+02 	 243 	 4.613881e+05
1.358234e+02 	 244 	 4.647807e+05
1.358234e+02 	 245 	 4.682074e+05
1.358234e+02 	 246 	 4.716861e+05
1.358234e+02 	 247 	 4.751740e+05
1.358234e+02 	 248 	 4.786880e+05
1.358234e+02 	 249 	 4.822360e+05
1.358234e+02 	 250 	 4.858432e+05
1.358234e+02 	 251 	 4.894560e+05
1.358234e+02 	 252 	 4.931028e+05
1.358234e+02 	 253 	 4.967797e+05
1.358234e+02 	 254 	 5.005144e+05
1.358234e+02 	 255 	 5.042607e+05
1.358234e+02 	 256 	 5.080392e+05
1.358234e+02 	 257 	 5.118775e+05
1.358234e+02 	 258 	 5.157246e+05
1.358234e+02 	 259 	 5.196091e+05
1.358234e+02 	 260 	 5.235247e+05
1.358234e+02 	 261 	 5.275156e+05
1.358234e+02 	 262 	 5.315104e+05
1.358234e+02 	 263 	 5.355400e+05
1.358234e+02 	 264 	 5.396414e+05
1.358234e+02 	 265 	 5.437486e+05
1.358234e+02 	 266 	 5.478977e+05
1.358234e+02 	 267 	 5.521198e+05
1.358234e+02 	 268 	 5.563540e+05
1.358234e+02 	 269 	 5.606572e+05
1.358234e+02 	 270 	 5.649785e+05
1.358234e+02 	 271 	 5.693346e+05
1.358234e+02 	 272 	 5.737782e+05
1.358234e+02 	 273 	 5.782286e+05
1.358234e+02 	 274 	 5.827192e+05
1.358234e+02 	 275 	 5.873137e+05
1.358234e+02 	 276 	 5.919084e+05
1.358234e+02 	 277 	 5.965859e+05
1.358234e+02 	 278 	 6.012996e+05
1.358234e+02 	 279 	 6.060883e+05
1.358234e+02 	 280 	 6.108867e+05
1.358234e+02 	 281 	 6.157486e+05
1.358234e+02 	 282 	 6.207410e+05
1.358234e+02 	 283 	 6.257067e+05
1.358234e+02 	 284 	 6.308548e+05
1.358234e+02 	 285 	 6.359814e+05
1.358234e+02 	 286 	 6.412088e+05
1.358234e+02 	 287 	 6.464946e+05
1.358234e+02 	 288 	 6.518833e+05
1.414827e+02 	 240 	 4.489008e+05
1.414827e+02 	 241 	 4.521632e+05
1.414827e+02 	 242 	 4.554305e+05
1.414827e+02 	 243 	 4.587253e+05
1.414827e+02 	 244 	 4.620458e+05
1.414827e+02 	 245 	 4.653989e+05
1.414827e+02 	 246 	 4.688018e+05
1.414827e+02 	 247 	 4.722135e+05
1.414827e+02 	 248 	 4.756503e+05
1.414827e+02 	 249 	 4.791195e+05
1.414827e+02 	 250 	 4.826453e+05
1.414827e+02 	 251 	 4.861766e+05
1.414827e+02 	 252 	 4.897403e+05
1.414827e+02 	 253 	 4.933330e+05
1.414827e+02 	 254 	 4.969809e+05
1.414827e+02 	 255 	 5.006400e+05
1.414827e+02 	 256 	 5.043298e+05
1.414827e+02 	 257 	 5.080770e+05
1.414827e+02 	 258 	 5.118325e+05
1.414827e+02 	 259 	 5.156239e+05
1.414827e+02 	 260 	 5.194452e+05
1.414827e+02 	 261 	 5.233383e+05
1.414827e+02 	 262 	 5.272353e+05
1.414827e+02 	 263 	 5.311657e+05
1.414827e+02 	 264 	 5.351647e+05
1.414827e+02 	 265 	 5.391694e+05
1.414827e+02 	 266 	 5.432142e+05
1.414827e+02 	 267 	 5.473288e+05
1.414827e+02 	 268 	 5.514551e+05
1.414827e+02 	 269 	 5.556474e+05
1.414827e+02 	 270 	 5.598571e+05
1.414827e+02 	 271 	 5.641002e+05
1.414827e+02 	 272 	 5.684270e+05
1.414827e+02 	 273 	 5.727604e+05
1.414827e+02 	 274 	 5.771325e+05
1.414827e+02 	 275 	 5.816037e+05
1.414827e+02 	 276 	 5.860755e+05
1.414827e+02 	 277 	 5.906263e+05
1.414827e+02 	 278 	 5.952119e+05
1.414827e+02 	 279 	 5.998693e+05
1.414827e+02 	 280 	 6.045362e+05
1.414827e+02 	 281 	 6.092640e+05
